negative_control,baseline,n_test_rows,baseline_loss,negative_control_loss,improvement,relative_improvement,ci_lower,ci_upper,seed
M1_permuted,M0,14683,0.7760069141223495,0.7760552392692995,-4.8325146950078945e-05,-6.227411904536168e-05,-0.000696491469924824,0.0006266021300448139,20261018
M2_added_permuted,M1,14683,0.6855208442900396,0.6860402849902479,-0.0005194407002083734,-0.0007577314454184581,-0.0008830164393465573,-0.00015738411247966355,20261019
