target_address,score,rank,fwd30_evt_cnt,fwd30_cp_distinct,fwd30_cp_out_distinct,fwd30_new_cp
0xcda72070e455bb31c7690a170224ce43623d0b6f,6.349082868262564,1,14179,10482,3728,1355
0xc2978441f46a76c60e0cd59e986498b75a40572d,6.217517196744488,2,658,628,439,399
0xab906639403b15510a8d5e0318a590da66465268,6.217517196744488,3,627,593,444,403
0x6527c94b30060a463159b291160651292c1b7855,6.175663274003305,4,1103,942,592,566
0x9ab17bdaa2ab4a70aedd11a2a2641a14d5b23ddb,6.155341924555756,5,416,388,259,225
0x616ed054e0e0fdbfcad3fa2f42daed3d7d4ee448,6.1530639098838895,6,776,744,512,449
0xc3503192343eae4b435e4a1211c5d28bf6f6a696,6.148286955689326,7,742,439,303,133
0xb7af436ed99654fae6c6faa6c627ba598d3a2bce,6.146727096817094,8,668,637,462,333
0xc4c6c27b2259794a1dd35d438e703281c0e4a004,6.137782501035324,9,922,826,500,435
0xb585b60de71e48032e8c19b90896984afc6a660d,6.132088321318891,10,632,601,312,271
