target_address,score,rank,fwd30_evt_cnt,fwd30_cp_distinct,fwd30_cp_out_distinct,fwd30_new_cp
0xcda72070e455bb31c7690a170224ce43623d0b6f,0.9980451507125742,1,14179,10482,3728,1355
0x550e970e31a45b06df01a00b1c89a478d4d5e00a,0.9969100769327784,2,83,82,28,17
0x592814ff14e030b51f6087032db0f88f4214f254,0.9961743809643924,3,69,67,21,15
0xb618aacb9dcdc21ca69d310a6fc04674d293a193,0.9961743809643924,4,69,63,25,16
0xf1e1c701b49b1dc2405a9e8ef40f9f88802b80fa,0.996048261655526,5,155,149,57,24
0xb7af436ed99654fae6c6faa6c627ba598d3a2bce,0.995659393786522,6,668,637,462,333
0x43716e58827d9f249fdde153a0a4827d0ce0a725,0.9956488838441164,7,33,29,28,20
0x2a878245b52a2d46cb4327541cbc96e403a84791,0.9952495060327068,8,203,164,119,85
0x2d62b7b4ab2aea16f53f78af3544088300040126,0.995228486147896,9,54,50,29,19
0x9ab17bdaa2ab4a70aedd11a2a2641a14d5b23ddb,0.9952074662630848,10,416,388,259,225
