snapshot_date,target_address,target_sequence_index,cp_type,stratum,activity,pop_weight,pool_n,truth_in_pool,cheap_rank,cheap_rr,obs_rank,mask_rank,full_rank,full_rr,full_parse_ok,belief_shift,mask_sensitive,nocf_rank,nocf_rr,nocf_parse_ok,llm_calls,prompt_tokens,completion_tokens,total_tokens,nocf_total_tokens,latency_s,model
2022-06-01,0xd5fe4f2c600c89a461c831e72233ab4082c3b213,383,repeat,repeat_hard,high,972.304,53,1,4.5,0.2222222222222222,2.0,2.0,2.0,0.5,1,reinforce,False,2.0,0.5,1,4,9453,367,9820,3038,11.325,glm-5.3
2022-06-01,0xcd0636f5c090b12a0aeb4f6e0b0e6b37de5872d7,94,repeat,repeat_hard,low,72.992,33,1,3.5,0.2857142857142857,8.0,1.0,1.0,1.0,1,flip,False,8.0,0.125,1,4,6504,478,6982,2125,14.983,glm-5.3
2022-06-01,0xd7d743254bf6bae1a509f96d0369eb7f45a6f190,1619,repeat,repeat_hard,high,972.304,53,1,3.5,0.2857142857142857,1.0,1.0,1.0,1.0,1,reinforce,False,1.0,1.0,1,4,9470,345,9815,3057,93.714,glm-5.3
2022-06-01,0xa275a73db643cc6cb4c3a1703305e27da21dcd0d,573,repeat,repeat_hard,high,972.304,53,1,2.5,0.4,5.0,5.0,5.0,0.2,1,reinforce,False,5.0,0.2,1,4,9479,375,9854,3069,39.133,glm-5.3
2022-06-01,0x6444b7a27b682775a6761a1a6d83e319c92d7d78,100,repeat,repeat_hard,low,72.992,32,1,3.5,0.2857142857142857,6.0,1.0,1.0,1.0,1,flip,True,6.0,0.16666666666666666,1,4,6360,533,6893,2045,86.869,glm-5.3
2022-06-01,0xdb5f98d56f9731d265cd1ed771ecd4abfafc3902,700,repeat,repeat_hard,high,972.304,53,1,3.5,0.2857142857142857,1.0,,1.0,1.0,0,,,1.0,1.0,1,3,6081,184,6265,3053,119.01,glm-5.3
2022-06-01,0xa1fe434c39ea87b588049080341fd2adec7ed160,249,repeat,repeat_hard,high,972.304,37,1,4.5,0.2222222222222222,7.0,1.0,1.0,1.0,1,flip,True,11.0,0.09090909090909091,1,4,7128,512,7640,2337,26.99,glm-5.3
2022-06-01,0x5af278b1c423a320425cd46f3f6e9c08c814bf86,2081,repeat,repeat_hard,high,972.304,53,1,3.5,0.2857142857142857,1.0,1.0,1.0,1.0,1,reinforce,False,,,0,4,6503,274,6777,,113.061,glm-5.3
2022-06-01,0xd3a265d9ed93464e7e2f89876f9ff0cb7b83ff27,348,repeat,repeat_hard,high,972.304,53,1,3.5,0.2857142857142857,1.0,1.0,1.0,1.0,1,reinforce,True,1.0,1.0,1,4,9464,347,9811,3045,100.735,glm-5.3
2022-06-01,0xf3d0cb1b3db63a5f98a0ecb05d0d9f263058b7cb,1582,repeat,repeat_hard,high,972.304,53,1,2.5,0.4,5.0,5.0,5.0,0.2,1,reinforce,False,5.0,0.2,1,4,9485,346,9831,3036,94.601,glm-5.3
2022-06-01,0x962a32159e52e2662b4999bc951186eb6f57df08,314,repeat,repeat_hard,high,972.304,53,1,4.5,0.2222222222222222,2.0,45.0,2.0,0.5,1,weaken,True,2.0,0.5,1,4,9480,385,9865,3051,19.128,glm-5.3
2022-06-01,0xcec4432ce06088888fabb1f2a652c9bee94f74a3,194,repeat,repeat_hard,high,972.304,35,1,3.5,0.2857142857142857,1.0,1.0,1.0,1.0,1,same,False,1.0,1.0,1,4,6795,469,7264,2221,15.872,glm-5.3
2022-06-01,0x502d05315381e2bedab5a19818da17d593a53eed,127,repeat,repeat_hard,low,72.992,42,1,3.5,0.2857142857142857,1.0,1.0,1.0,1.0,1,reinforce,False,1.0,1.0,1,4,7854,337,8191,2518,24.648,glm-5.3
2022-06-01,0xd8eaa935e527c87f19a44ded9bcbea7f4285a56c,1455,repeat,repeat_hard,high,972.304,53,1,3.5,0.2857142857142857,1.0,1.0,1.0,1.0,1,same,True,1.0,1.0,1,4,9467,455,9922,3048,16.993,glm-5.3
2022-06-01,0x8725c0dee53040455d679c4a2c6e410b5e5dceae,139,repeat,repeat_hard,low,72.992,33,1,4.5,0.2222222222222222,2.0,1.0,1.0,1.0,1,,1,16.0,0.0625,1,4,6153,460,6613,2142,111.95,glm-5.3
2022-06-01,0xee06a98e0bca3de1678f589e1673b1955594e171,267,repeat,repeat_hard,low,72.992,32,1,3.5,0.2857142857142857,1.0,1.0,1.0,1.0,1,reinforce,False,1.0,1.0,1,4,6342,369,6711,2009,12.379,glm-5.3
2022-06-01,0x2163b581864ec78baee326e002932ca355999fdc,153,repeat,repeat_hard,low,72.992,27,1,2.5,0.4,7.0,14.5,7.0,0.14285714285714285,1,weaken,True,9.0,0.1111111111111111,1,4,5601,513,6114,1782,15.249,glm-5.3
2022-06-01,0xad3be955dba6c0f1591b08ceb129dcda1aec385f,71,repeat,repeat_hard,low,72.992,33,1,3.5,0.2857142857142857,1.0,1.0,1.0,1.0,1,reinforce,True,1.0,1.0,1,4,6498,440,6938,2063,13.655,glm-5.3
2022-06-01,0x21c0171da9ddd9f502298f904bf018976c082fca,105,repeat,repeat_hard,low,72.992,24,1,2.5,0.4,6.0,5.0,5.0,0.2,1,flip,True,6.0,0.16666666666666666,1,4,5163,459,5622,1593,67.755,glm-5.3
2022-06-01,0xe3def5b0ec82762af3d8a8075dd8f3b5f3f47fbb,49,repeat,repeat_hard,low,72.992,26,1,3.5,0.2857142857142857,1.0,1.0,1.0,1.0,1,reinforce,False,12.0,0.08333333333333333,1,4,5460,460,5920,1763,73.384,glm-5.3
2022-06-01,0xd722a299d14a19b56cddaeae0e1d5a5786424570,1221,repeat,repeat_hard,high,972.304,53,1,4.5,0.2222222222222222,2.0,2.0,2.0,0.5,1,reinforce,False,2.0,0.5,1,4,9470,484,9954,3034,14.502,glm-5.3
2022-06-01,0x1c6c1dafbe1f50c1932e4cb96fa166731bd69459,60,repeat,repeat_hard,low,72.992,32,1,3.5,0.2857142857142857,1.0,1.0,1.0,1.0,1,reinforce,False,1.0,1.0,1,4,6345,362,6707,2011,16.304,glm-5.3
2022-06-01,0x7ef61cacd0c785eacdfe17649d1c5bcba676a858,10322,repeat,repeat_hard,high,972.304,53,1,3.5,0.2857142857142857,1.0,1.0,1.0,1.0,1,reinforce,False,1.0,1.0,1,4,9481,428,9909,3061,18.95,glm-5.3
2022-06-01,0xb209ce94d11d341e11ac5254271f06121a1dd804,1614,repeat,repeat_hard,high,972.304,53,1,3.5,0.2857142857142857,1.0,1.0,1.0,1.0,1,weaken,True,1.0,1.0,1,4,9467,387,9854,3052,15.044,glm-5.3
2022-06-01,0xd7d04f4503d9046e141477f1d443907b7e14c302,78,repeat,repeat_hard,low,72.992,26,1,3.5,0.2857142857142857,1.0,1.0,1.0,1.0,1,reinforce,False,1.0,1.0,1,4,5451,320,5771,1706,14.739,glm-5.3
2022-06-01,0x36fa11f6715a5e440871f531030ee4e94d7b9309,1390,repeat,repeat_hard,high,972.304,53,1,5.5,0.18181818181818182,3.0,3.0,3.0,0.3333333333333333,1,reinforce,False,3.0,0.3333333333333333,1,4,9458,458,9916,3069,15.449,glm-5.3
2022-06-01,0x50f882b49a2ad46042d1c5420767c35354bba200,1052,repeat,repeat_hard,high,972.304,53,1,4.5,0.2222222222222222,1.0,1.0,1.0,1.0,1,reinforce,False,1.0,1.0,1,4,9461,418,9879,3049,69.644,glm-5.3
2022-06-01,0xb7628368af247d151de01f014784d2c499d234de,1728,repeat,repeat_hard,high,972.304,53,1,3.5,0.2857142857142857,9.0,9.0,9.0,0.1111111111111111,1,reinforce,False,9.0,0.1111111111111111,1,4,9494,389,9883,3069,14.275,glm-5.3
2022-06-01,0x3ee3ec4e80e6dc208c0d7c939fe2cd294026b788,93,repeat,repeat_hard,low,72.992,40,1,3.5,0.2857142857142857,7.0,1.0,1.0,1.0,1,flip,True,7.0,0.14285714285714285,1,4,7539,455,7994,2414,64.741,glm-5.3
2022-06-01,0xff7aaabe01953d8d5a1a723ebe06af4a3ed8ed2c,343,repeat,repeat_hard,high,972.304,53,1,3.5,0.2857142857142857,1.0,1.0,1.0,1.0,1,same,True,1.0,1.0,1,4,9471,496,9967,3056,21.484,glm-5.3
2022-06-01,0x592814ff14e030b51f6087032db0f88f4214f254,29521,repeat,repeat_hard,high,972.304,53,1,18.0,0.05555555555555555,1.0,6.0,1.0,1.0,1,weaken,True,1.0,1.0,1,4,9497,467,9964,3060,54.985,glm-5.3
2022-06-01,0x3ed1ff4c7c15b1539ca9374c06be59155c9c9cba,128,repeat,repeat_hard,low,72.992,40,1,7.0,0.14285714285714285,1.0,1.0,1.0,1.0,1,reinforce,False,1.0,1.0,1,4,7542,363,7905,2408,14.623,glm-5.3
2022-06-01,0x620b70123fb810f6c653da7644b5dd0b6312e4d8,59892,repeat,repeat_hard,high,972.304,53,1,49.0,0.02040816326530612,5.0,43.0,5.0,0.2,1,flip,True,5.0,0.2,1,4,9452,560,10012,3081,34.271,glm-5.3
2022-06-01,0x8aa28baa4bbd123bdf890271fb752ef4a0746925,86,repeat,repeat_hard,low,72.992,37,1,6.0,0.16666666666666666,1.0,1.0,1.0,1.0,1,same,False,1.0,1.0,1,4,7098,447,7545,2262,11.938,glm-5.3
2022-06-01,0xcf57561820d50684ee00e183f5c6cbd8e4f5efce,109,repeat,repeat_hard,low,72.992,44,1,5.0,0.2,1.0,1.0,1.0,1.0,1,reinforce,True,1.0,1.0,1,4,8136,381,8517,2611,38.894,glm-5.3
2022-06-01,0xcda72070e455bb31c7690a170224ce43623d0b6f,946324,repeat,repeat_hard,high,972.304,53,1,10.0,0.1,4.0,41.0,4.0,0.25,1,weaken,True,4.0,0.25,1,4,9441,438,9879,3058,38.042,glm-5.3
2022-06-01,0xdbc30d47297b5360f5fb386e5791b6ca75ba54a9,3518,repeat,repeat_hard,high,972.304,53,1,51.0,0.0196078431372549,4.0,4.0,4.0,0.25,1,reinforce,False,30.0,0.03333333333333333,1,4,9497,444,9941,3101,15.219,glm-5.3
2022-06-01,0x39e96a0c67056fe4a8d294f396b927347747dc3f,116,repeat,repeat_hard,low,72.992,46,1,7.0,0.14285714285714285,2.0,1.0,1.0,1.0,1,flip,True,2.0,0.5,1,4,8445,443,8888,2745,14.855,glm-5.3
2022-06-01,0x85a19dd2ad0d1d2b25bb164810fad08cdc0b33d7,1664,repeat,repeat_hard,high,972.304,53,1,8.0,0.125,2.0,2.0,2.0,0.5,1,reinforce,False,19.0,0.05263157894736842,1,4,9473,397,9870,3055,14.723,glm-5.3
2022-06-01,0x30a454f0149fc9bbe0bfd362a07d35f4d09c119f,119,repeat,repeat_hard,low,72.992,28,1,18.0,0.05555555555555555,3.0,21.0,3.0,0.3333333333333333,1,same,True,3.0,0.3333333333333333,1,4,5781,583,6364,1856,19.801,glm-5.3
2022-06-01,0xffffe1e877be385ca243cf51597b1f9cd3134c7e,924,repeat,repeat_hard,high,972.304,53,1,3.5,0.2857142857142857,1.0,1.0,1.0,1.0,1,reinforce,False,1.0,1.0,1,4,9482,395,9877,3043,13.741,glm-5.3
