experiment_id,eval,K,selector,baseline,n_events,n_wallet_clusters,bootstrap_B,point_incremental_diff,ci95_low,ci95_high,p_two_sided,relative_improvement_vs_baseline,holm_p_all_registered_comparisons,holm_p_primary_K100_family
SEL_STATS_001,holdout_sep,25,hybrid,activity,1000,824,2000,0.01210422517887111,0.005197779905812058,0.019191082756206575,0.0009995002498750624,66.76234364436016,0.3148425787106447,
SEL_STATS_001,holdout_sep,25,hybrid,static_pagerank,1000,824,2000,0.012978031419441077,0.007085290930412932,0.020161777093861664,0.0009995002498750624,18.74075675690215,0.3148425787106447,
SEL_STATS_001,holdout_sep,25,hybrid,no_selection,1000,824,2000,0.01228552835845015,0.006496093991386233,0.018699990845657252,0.0009995002498750624,,0.3148425787106447,
SEL_STATS_001,holdout_sep,25,reasoning_value,random,1000,824,2000,0.005582745416545888,0.0004814033511018435,0.0112750978537027,0.02798600699650175,2.6954454091142352,1.0,
SEL_STATS_001,holdout_sep,25,reasoning_value,volume,1000,824,2000,0.003704764954411902,-0.003983544071938828,0.011436559133621042,0.31984007996002,0.9381152014097202,1.0,
SEL_STATS_001,holdout_sep,25,reasoning_value,activity,1000,824,2000,0.007472619563604106,0.0014346743124342533,0.014104934459368048,0.01899050474762619,41.21615286038775,1.0,
SEL_STATS_001,holdout_sep,25,reasoning_value,static_pagerank,1000,824,2000,0.008346425804174072,0.002961046417917912,0.01485868054248909,0.001999000499750125,12.052547164529377,0.35782108945527236,
SEL_STATS_001,holdout_sep,25,reasoning_value,no_selection,1000,824,2000,0.007653922743183147,0.002492007547543528,0.0135897067359254,0.00399800099950025,,0.6516741629185407,
SEL_STATS_001,holdout_sep,25,dynamic_influence,random,1000,824,2000,0.001436418347415918,-0.002349643164828649,0.006000326711223429,0.495752123938031,0.6935274584856879,1.0,
SEL_STATS_001,holdout_sep,25,dynamic_influence,volume,1000,824,2000,-0.0004415621147180708,-0.0070198955175112656,0.006878102858859122,0.8865567216391804,-0.1118117174182245,1.0,
SEL_STATS_001,holdout_sep,25,dynamic_influence,activity,1000,824,2000,0.0033262924944741333,-0.0019051879836997766,0.009107914939219275,0.20589705147426288,18.34657562099727,1.0,
SEL_STATS_001,holdout_sep,25,dynamic_influence,static_pagerank,1000,824,2000,0.004200098735044099,-2.3297112410065913e-05,0.009338581047009508,0.05297351324337831,6.065097718173331,1.0,
SEL_STATS_001,holdout_sep,25,dynamic_influence,no_selection,1000,824,2000,0.003507595674053175,-0.0003945365509425996,0.008190933274032804,0.079960019990005,,1.0,
SEL_STATS_001,holdout_sep,50,hybrid,random,1000,824,2000,0.0176519735836843,0.009861570797203928,0.026291694561370434,0.0009995002498750624,4.261338070058895,0.3148425787106447,
SEL_STATS_001,holdout_sep,50,hybrid,volume,1000,824,2000,0.014148066414834095,0.002892044323192766,0.025654315407804048,0.015992003998001,1.8503246088037657,1.0,
SEL_STATS_001,holdout_sep,50,hybrid,activity,1000,824,2000,0.0214960798782723,0.01241589815726324,0.03183272970214891,0.0009995002498750624,72.07442808048012,0.3148425787106447,
