target_address,bridges_events,icf_score_p1,icf_raw_signal,p1_rank
0xea071790fdf8cb000133aa4c31051f409714474b,104,29.958,1.6508,1093
0x0dec2c1f5825755d90748792392101b26cc6046a,455,29.9533,4.0265,1094
0x6609bfb5bc43eddc0c2c589de3a541edcf46532d,35,29.9442,1.5909,1095
0xe61c54efaa379ca8d956e15228ba00e99320675a,1056,29.9183,4.1089,1096
0xc2b5abd6c14bf998607f9e727a43ea475a97454c,491,29.857,3.4097,1097
0x769ebe155dfa8b7f5ec6b1b138f4d7e741774e64,423,29.7809,1.6654,1098
0xf11bd77224e3c68f5e9a0da143a0f6bf61d915a7,115,29.7418,0.545,1099
0x3f1e2953ec44a6d73ab54e5c6a07b099e7dac7d2,138,29.6996,2.8163,1100
0x598ce158e94a87ebef2c6865d37b63dac4312c06,141,29.6747,1.5667,1101
0xfe65e81a79c0b93094f2be676f6e5ffa26fb99e0,59,29.6508,4.9167,1102
0x3e9dd7801a609eb1dc2dd5faa8af8e23598e15ba,67,29.6275,0.2735,1103
0xd932b57c2a2a019c5b5924b86134faf51280f956,567,29.6143,3.0321,1104
0x1986521f6caf7e3dbeab041e0578c62da5dd11af,92,29.6063,1.0222,1105
0xbd57fdbfb4e067992aa0c0da44dfdb10424f3dd6,148,29.5052,1.5745,1106
0xdc1d1a5682e5331f94a99f0bcab3b6414701b356,419,29.4966,5.3718,1107
0x2f32db6437d44c58ea9b52497fe84257aca1c2c3,59,29.4903,3.9333,1108
0x5b63416b60387865705e316e63b86d05888a81be,49,29.4733,1.0426,1109
0x8a642fb663205a7e26a4ac9eb8bd658ff0b6fef0,51,29.4673,1.2143,1110
0x1dbb987451d845021d6e585dea2c56e62d113a2c,256,29.4659,1.4884,1111
0x20345c3a4afa7a35f917068dd3def812c367f051,82,29.4641,0.6074,1112
0x61b04d2b5cb1f1f8505e7b4e1cb3d9e8a0b15bae,138,29.4369,1.84,1113
0x2a259f94ede30a0499f1d83ff534026f6717f4f7,71,29.414,1.0923,1114
0xb54842ed600d0a7524e8fd24ff0b29b24f6e30d7,219,29.4137,3.0417,1115
0x86c018a1f37a404f496668e04dba16219e47f250,56,29.409,0.9492,1116
0x47d278101ee9335c3a3baa14fe184f757229a7b8,43,29.3923,0.4479,1117
0x09800064d8321571e657c507e62ca92faf5c039b,108,29.3664,1.102,1118
0x9b7feb7510c2162be71991798319fc89eea7a1cb,357,29.3603,0.9944,1119
0xf55b2286b752d1b1f174cf637a7a3e9043238d94,58,29.353,2.9,1120
0x304b739ebf7ccd2bed1650cd495a91c3d4ef0286,244,29.3478,2.3689,1121
0x2d2111451bf3cd2be4831d0a5942a60f9f7dc2e7,104,29.2377,1.7627,1122
0xfecc15f721386a5a7c03fd1f40bdf69395e5d4ce,35,29.2135,0.1913,1123
0x5b58aeebafe359fe5b19ae3b41048ab859f4bc87,48,29.2036,1.92,1124
0x498ef9494e36648da24fa9480db2ed5c8c636629,68,29.1794,4.0,1125
0xaa884bfc4b6decd8002e20e21acb126e4c985a4b,500,29.1688,2.1008,1126
0xf458cbd025443fc97a6ab9c8c4a451699f5a6cde,119,29.1597,3.0513,1127
0x0d6cfc385463ff9e6ab20a4a4f71f111b53a0942,287,29.077,1.6307,1128
0xcb65429369ed1fbdcc83b1b84cb0f73f8db2469c,32,29.0502,0.9412,1129
0xbbd38f1c8cc4e8f1c4444db21f4bfe2f6393d9ce,568,29.0286,4.1765,1130
0xa52272a01bba36a827a62d1d2b48053844a42e70,167,29.0119,1.0245,1131
0x3d1dec57ba8965e1c2645fdc4589978f9e8f7c89,51,29.0,1.275,1132
0xecaebf8f5a28a6ef322bb5428c11270ed057c497,29,29.0,0.3816,1133
0x16fdf79d77413e6cf6f4b56f552399433bc04be5,105,28.9966,2.9167,1134
0x10662025145b7eac2e41c4033828ee044d0ccf91,172,28.9959,1.376,1135
0x1d7b087234d89510be132f8835c04d696be4f43a,47,28.9788,0.5802,1136
0x97e7a32139c892c0f0ee9d5280c0f979f0b491d0,47,28.9274,0.8868,1137
0x193a976e5b3ff43f08ced28bfe6a27dd09d019b5,60,28.9149,0.6742,1138
0x4e1dcabc6da44cd7bab3c1b6675184df78bbbf09,37,28.8572,1.6087,1139
0xad0e75ebf186f49d8fb39ac775a63b08422cae23,83,28.8561,4.6111,1140
0xc529fd4e02f2872455e49931381761483297aac5,87,28.843,0.7436,1141
0xebbbbb20f4546a279bdb5b7693f7120a43482e51,61,28.809,0.1676,1142
0xe64ebc77ef72df8a7689d8928bc004b9e7ff43b3,512,28.8038,2.2165,1143
0x9760f458db0a9ffabc0012141e1195ddf01570a0,131,28.7895,0.2811,1144
0x0d9043db45efb536b95fa4495e4afdd14005875c,906,28.7429,1.9653,1145
0x1a8a81651582f74b283a6f46bec63394cd01572b,50,28.6452,0.4065,1146
0x520d9567cd51a1ff7babb9139ecc63d8923c3252,178,28.6218,2.4384,1147
0x8f4b13261e0cd1da8403407cb45f65e616b6c8cd,114,28.5889,0.8571,1148
0xf8ce9f1bd06c7559ff45336d55b1c9de46ce019d,65,28.5799,1.8056,1149
0xa123b88714b76762ec9e1e35db6b2637bc9aa2a3,77,28.4726,1.4,1150
0x19461698453e26b98cee5b984e1a86e13c0f68be,152,28.4523,10.1333,1151
0xa0fe85972c662e9ff2773942fa35302327ae0859,87,28.4346,3.48,1152
0x591f8a2decc1c86cce0c7bea22fa921c2c72fb95,165,28.4245,1.1786,1153
0x1348fd07b7ab26275b37443d748c569a02387974,46,28.3925,3.2857,1154
0xaf7325daef8e6c328a1540811f28fe3567c6bcd3,35,28.3545,0.2555,1155
0x8b76a6c8e74929ff38d9db7989d7d78a777cb67d,61,28.3472,1.7941,1156
0x44fcb959d79db24381e1c6e4e565ba1f73c38796,287,28.3125,8.4412,1157
0xb55d9b50ac5748bd9377757a0c6d463c771ca813,213,28.3095,2.5663,1158
0x498cf91288ee77aa0ae3425d3a7046c860c06520,39,28.2976,9.75,1159
0x0187c9a182736ba18b44ee8134ee438374cf87dc,278,28.2902,2.2063,1160
0x452fcd9f73a5f09f6b6be34b708e4c2b7d8fc46b,154,28.2693,1.925,1161
0x25301c5628758ec172afb64184b89ed5f870d865,164,28.2274,3.9048,1162
0x2afbca276f75578f9a4149729b4c374b7863b133,49,28.2145,4.4545,1163
0x52d6de58ea53a6330009e789d4036eb6c4b2d748,35,28.1366,2.5,1164
0xf1637adedeb89559c70481c3cb4f74ebac80d829,88,28.1133,0.5466,1165
0x87d411bb593218f43b1c76278769a0f5d1b740f4,123,28.1104,1.2947,1166
0x77e62fb482027eca49b160e6f7b699fd3621f68f,101,28.1071,1.3836,1167
0x6b57844faf88db2199e90f81d7e250b3f516cc4b,29,28.0169,0.725,1168
0x10ad2f19fc096f196f15f8cad987e5576adee9bc,28,28.0,0.8,1169
0xcfc65ebdcd6b90b9036913971f963e8d9d83f37b,132,27.9927,1.3608,1170
0xa797c3a410046136d4a7635642588380485f2227,53,27.9286,0.803,1171
0x0b6d56b0aebcba43052e7c172de9754338fd3dd1,148,27.9211,1.0137,1172
0xc6eee2be383dcbdefe540c078ea28fd9affdccfc,252,27.886,8.129,1173
0x55c09b12b36005c22056ce1c430374d544f30a28,50,27.8525,1.4286,1174
0x9a5d16e62d0e95348ec940504c98a331bd7b8338,128,27.813,3.0476,1175
0xe4783822da6a4e8b19ab82bbb69cbf0453a88723,144,27.7449,4.5,1176
0x902735dfb5411c1ac068153886a526c61385ee88,167,27.6709,2.141,1177
0x15a33852846b4762d71a62928aa7c64d8aac8544,252,27.6534,1.4483,1178
0xd7d7a4befb0e3ef879cda08793d928d3dbb0884b,288,27.6298,4.7213,1179
0xdfb9f574de77d737fe796a67c659caa948d2895a,34,27.625,3.7778,1180
0x2444fc3dcac0cd57f0596bd390ca92c5af64a34e,336,27.6086,1.9091,1181
0x581ddecbf2e27a06a069d67fc7fb185efb3c3d5f,32,27.6075,0.1649,1182
0x5b10229add9d8340d414246b0c9ab5784fcfb7fb,32,27.5876,0.8205,1183
0x90c09bc740f70aa7fed12f4cb3dc9934345aafe3,37,27.5735,0.6852,1184
0x47d5c9d754bbf5f8cfecc353f3ca4189b68c0f9f,101,27.5682,4.2083,1185
0x7e6a90d145ba102c09c83fdc8d7df84f8d1d818a,78,27.4978,0.4727,1186
0xbb60aac81a89623aeb6d5c801938411b3b268bf2,87,27.4931,0.9667,1187
0x2c3244f7761540e41859d9a446b489b08a85a058,87,27.4367,0.7436,1188
0x669a8cdce1eaddf94456be50348188b29c03b53c,58,27.4262,2.2308,1189
0x40c8cef5dac8e6d0e4e11d1856c155fc4ee31046,44,27.3553,0.5116,1190
0x4f2d86a3f56fcf832f0e50c2dd74f294dc5ae31a,410,27.3512,3.3065,1191
0x3b2cf0aeafca116b1bb5ad806c3def1fee4036d7,109,27.2717,2.3696,1192
0xccf895ce19207d323e976d49bd9bc42833c5246c,117,27.2502,1.3929,1193
0x720bf57f67b6b00b97cbd9d967a0af2427352435,181,27.1682,0.8538,1194
0x7090679caa03809b888c0c9af54a8ff286bc6783,117,27.1101,2.25,1195
0xde8b9f7e37077937e1996d9c858016a826b866c2,722,27.1039,3.7801,1196
0x8e80a3c6ca902603b3b76b44a2c608d9da0fd083,45,27.0963,0.7143,1197
0x9ed40f89f2201af94d498b60d3420122c9962de4,110,27.0634,0.5612,1198
0x3f304c6721f35ff9af00fd32650c8e0a982180ab,237,27.0093,4.5577,1199
0x976baa9f3b7b332efbb4fa87666b22065ded62e0,487,27.0079,2.8817,1200
0x516fa92e3a99e354bd3789644f299964cb98dafd,336,27.0023,8.6154,1201
0x9f3f893ad0ae112c9c579c9fab4030bdffbca04e,27,27.0,0.3971,1202
0xb8d5fec247858b85b2cff1f46c74e128c249af35,27,27.0,0.2195,1203
0x656fa107c049ed3fe7ec16d1f2b2919e791ffd53,27,27.0,0.3068,1204
0x9029fe73ec360fa66c505f112949f0979e27cb37,27,27.0,0.4426,1205
0x9023ef16968ffea318838a223ef2a79bd9f99f88,27,27.0,0.2213,1206
0xf2587938c3e0ee9ee35b92db77ec674d7440de3f,27,27.0,0.4576,1207
0x18daef405ebd1dfc025e2d1fd40f9b1f37ec036d,27,27.0,2.7,1208
0x5c084a311d5fd3211546810d38f21a20bc2d9178,341,26.9982,1.4573,1209
0x48a5e9562e6f2e6e2908ed96e735af254e2bca84,311,26.9894,0.5124,1210
0x51f9835fcc444d7b2ee4582ca5791a657c419b97,109,26.9679,0.7899,1211
0x755e726705d78965b53982231e438034e9cd6e92,31,26.941,0.7045,1212
0x5053aed12dc595c334def6c25a6cfd72c1a7f375,219,26.923,2.6071,1213
0x1df8acdee8ec275abe1c25bece73b8b310a44c62,86,26.8456,0.9773,1214
0xc6306b5624957614323db2d213a20c6869f4dfc2,716,26.8385,10.6866,1215
0xed16ea76128e4b6a33bff3358a1813865b6a0b23,193,26.8307,3.3276,1216
0xfebda74d254c424b6b404c6bcaee62d2ce89aa7c,37,26.8254,1.6087,1217
0x89f80b800da2e6b331ca77fa6fc268060c9a86f9,51,26.8227,1.0,1218
0xa184c07201b6e3c18013fa6b3f9c76a7a61c4fc7,60,26.8163,0.6,1219
0x4a8065df0140ad7079604d2aca3e4d8f301d6767,278,26.7949,2.3761,1220
0x7631746b3009c1d0b710d63a226efb0c7fcaef47,97,26.7776,1.0,1221
0x3f4cea489b2b05d15d0801d11bea562d28f20159,37,26.7747,6.1667,1222
0xf585fa336f58518c729e4ea0441293af0f169194,152,26.6898,1.6703,1223
0x2eea411e3e73e50141beb3cac413fbae5d5b7efb,249,26.6801,2.7667,1224
0x8f2b13021dc3691b020a1f503928d2e8a6427e33,50,26.6544,1.4706,1225
0x4cc64283e72a7ea3ced8555631a0de7eef7e5113,42,26.6217,2.625,1226
0xa7fb80b759ea191c19720f531398663b298455fd,391,26.5914,0.5562,1227
0xb37b23ec836d7a92db75a9f0ccd634202bb77805,46,26.5671,2.875,1228
0x359d962c64f89d3bfb122d526384e3b612b97ddf,36,26.5602,1.44,1229
0xdd5dd52a4f9fce8151f713566bd592c89d1d25fd,35,26.5464,3.1818,1230
0x10ac96adabc52de2909da2b1b3cb6821830449ba,60,26.525,1.6667,1231
0xae549b969dc91b022b8cf1ef2d5d5d2131ac00f7,27,26.5191,0.4286,1232
0x8be5a2df6488b0937299d27f092716f4a9ab2fd8,119,26.5086,0.937,1233
0xeaaf3cbf36bdc39bf669801e51a011c3a1656da1,228,26.4938,3.7377,1234
0x9152cdea66c12e79eeb95313a09cc4f7ee180f3e,51,26.4601,3.1875,1235
0x24242b1cef234ca9814692271c07bf9591688cd4,30,26.4566,0.5172,1236
0xc0f4f18aa3a60e0032e928b907b642e2f6ba63d0,86,26.426,3.5833,1237
0x8fbdf696fad561cd053793fba5c543274f8449cc,143,26.4129,0.5417,1238
0xb3af48d951f16425d2fa5a8147ae255ed426f54d,233,26.3808,2.5054,1239
0xcf8fd84b9074fc741e8b797009284f1361016f6c,149,26.3732,4.1389,1240
0x7c6553933a471b43ce3a76a02245c5162c82522c,209,26.3514,3.4262,1241
0x787e6704b97c28e41d980859a67ca580bc78e264,137,26.3188,0.9856,1242
0x3e35f8891c1c4a71473ec1b6213f123b00f7737d,147,26.3074,2.4098,1243
0xd7c358434d82046616e9a15045f6e36583ea6069,59,26.285,0.9672,1244
0x5281ff3fa12221799782b7a40046f392c83f7bcd,117,26.2503,1.3605,1245
0xe6ea859452c9224d48772699687935c6901d1300,84,26.2471,1.9535,1246
0x9a13fe09af08a15d066e31048cedd0c778080c30,522,26.2267,3.7021,1247
0xfd8a935e605dc22eee71c98a4132f48da9a6dc84,134,26.2178,3.7222,1248
0x6e336d3cb91f3e9f04a2643b456883a0998bda93,35,26.2071,1.2963,1249
0x92cc17c86ebf30cb1d80c6c7ba497f002e623647,125,26.1767,0.8224,1250
0xebfb3b263f11bb1a9d6b14cade9a5e6c8ea4e07c,67,26.1519,1.3137,1251
0x58b6fc6b777a35ea50f0bfb218e5ef8cec1a7578,89,26.1457,2.7813,1252
0xf68d2baa7c38feb6ac8a7eccae87195364887799,64,26.1394,3.0476,1253
0x17526dd2955c6d7b4450bf066d196d7001e70804,182,26.1333,2.4595,1254
0x5b15e14e2a1680e7f95f4e55cee890a6c479617e,77,26.1208,2.8519,1255
0x9983514a82ae0c8916fa049ee1ede155c91889e7,316,26.0914,5.0968,1256
0xa1c70d4bde72c797941ca92171a0bd63798f50a1,61,26.0674,3.5882,1257
0xeb428fa0ff5a3a097fabaff0709b932ffd0b0936,115,26.0402,6.7647,1258
0xa90e0e2ff2991ab05895589bec1411e011828417,219,26.0342,6.4412,1259
0xb66c25d27fc323b12986861a443c0ab3554ebd34,90,26.0073,6.9231,1260
0xe5d4924413ae59ae717358526bbe11bb4a5d76b9,47,26.0012,0.47,1261
0x08077908f50ec43bab0cbeefd898d6cb5b1a5a9c,26,26.0,0.7879,1262
0x80d64bec34b0bb27cbc8de863c31d8f3ad0ae249,26,26.0,0.5909,1263
0xbfe2a4c010dd3b352b77a18a58b654524aa456f2,26,26.0,0.2149,1264
0xad8d22b89e55490e72bb5b06971f47c4b329e8b2,311,25.9999,0.73,1265
0xcbb86db2cc5665d953ac14bdac183f67b797409c,57,25.96,0.6477,1266
0x79ac084d5a8e07043082b5629dfa6e194dab0f57,130,25.9396,1.0156,1267
0x3e25dac1092031116e2a7d59953dcec2824a6c6a,228,25.8963,3.0811,1268
0x18c6a47aca1c6a237e53ed2fc3a8fb392c97169b,1106,25.8362,1.5556,1269
0x833bd9227e235d4ab11aa4be4b12b6ad876cf3f2,57,25.8315,0.4191,1270
0xe9ad6041bfd863415fd483bc2471db2dfd065a0b,56,25.8162,0.6588,1271
0x2fb150e4da26c7b34c50660207d09367480a77a1,26,25.7517,1.1304,1272
0x42daacea431993d938bfeb85eb73e3537c498a56,710,25.7019,2.6792,1273
0xc5e615b39de5e528458094d476fd6708c2793e4a,496,25.6697,3.4444,1274
0x6d0998e0513a739d1af438e35fe33b4dad258920,275,25.6695,1.4031,1275
0x9baf267a1929378ff0d7dd136b3c903916c34a0c,34,25.6688,1.3077,1276
0x64233eaa064ef0d54ff1a963933d0d2d46ab5829,26,25.6681,0.8966,1277
0x6f96a08d5ccfe4c9712670dc17a0118441cc621d,190,25.6605,1.5323,1278
0x05a2a4f09acb75a1434ff49e3a6bdd25111b899c,99,25.6284,1.4348,1279
0xd0daddf983fce88bef3f10fc12280d0f0cd1208c,33,25.6066,0.375,1280
0x8479069f9fd4457a17a1de41522c0c756add9094,34,25.6031,0.68,1281
0x53562e8ecee54356dc89ad263a444528b34d6c80,151,25.5708,2.4754,1282
0xdca043d1aa8061d6577b361de32f6ae552b30339,199,25.5673,1.3916,1283
0x2bdaf977f02001cadeed3479f946cf1d13b09a60,84,25.5404,0.6774,1284
0xafcc5eccfde01d5a9865e8670fed3362b95baace,79,25.5231,2.6333,1285
0x85546a98d8b9ae6650e549784276ba4c11c3290a,112,25.517,1.3494,1286
0x103c8b5b5b2468f2552f0a1aa30738bf08ada0ca,139,25.5069,2.2063,1287
0x1d34d0fd5132e4eb8b07d829198752afb6b4db81,84,25.5022,2.0488,1288
0x010d7eafcec7589832aca1170aeb23d21951d396,94,25.4947,0.8952,1289
0x97594a1c1def0d71cb0d7bae3af27a1c3c971282,198,25.4874,2.8696,1290
0x84c55a056efa8334c4704e1c6e698243e57d9841,518,25.4531,5.3402,1291
0x938497fc61d9b9a6bfbf26961cea801d196ee03c,32,25.4139,0.227,1292
0xdbc30d47297b5360f5fb386e5791b6ca75ba54a9,114,25.4018,0.5429,1293
0xcee491ae581d64b0c39c400c7ddb578efe3961fe,120,25.3603,0.7595,1294
0x239e46a3843058a62a199d63752f788d132fd741,174,25.3554,5.1176,1295
0xbaea3cf94abd0d6e0f029ef5b0e54e9424a72985,78,25.3143,1.5,1296
0x5c6cb98ce5ea477bea56e10c5295f2ce6db491de,151,25.2883,2.8491,1297
0xe2a1f1d8200fcc57e6058b4e98974d55cdb27c93,65,25.2676,1.1404,1298
0xa61141d543a9641fc7820f1a9950468b05fb8f19,36,25.2562,0.6923,1299
0xfb5a4c5e5e922e274410e9e4d280ff6c16ff1072,180,25.2511,4.2857,1300
0x7ef61cacd0c785eacdfe17649d1c5bcba676a858,465,25.2404,0.5382,1301
0xf596390369b6bbcf484d3c52faa52df016d02702,299,25.2239,3.6024,1302
0x8889ebb11295f456541901f50bcb5f382047caac,158,25.1823,1.4495,1303
0xad2596f9506309ea64e81605aaa4e898134ac1f2,226,25.0954,3.2286,1304
0xb5af7e70f0b307d07d6546eb046a0790e305bb56,49,25.081,0.4224,1305
0x8c56766265c7a21b576f5ec1f1f89423b320f0af,276,25.0788,2.4643,1306
0x0afd3ee70efc71ea964b17e9a6d9d6230b570dce,32,25.0746,1.1034,1307
0xfe420d085d0ca67aabf3d8a2e369202e34058448,88,25.051,4.8889,1308
0xc10b93574f6966035074a77b314c2a3a565e2423,100,25.0471,0.9901,1309
0x7b592da6f22eebd9616e53d219058a4d7e9b2678,77,25.0471,0.7938,1310
0x858c8349e9f1d6da491c08aaf91ddc9b10f7da16,308,25.0405,3.5,1311
0xc3743f58823e352f27b2dd0465f36ad71a83662a,147,25.0221,1.3611,1312
0x5d14d523a59a60817b9d9c2a3553c1a0a2b4f490,92,25.0162,3.68,1313
0x9a1390157110310eeaabde76abecf038c88f3ce0,25,25.0,1.3158,1314
0x5878e1dc19948cc5b204d504387e78de98458682,32,24.9509,0.8649,1315
0x14bed840ca7f237f5b9fecb98e5371c56540bfcb,195,24.947,19.5,1316
0x4c290ad15f55ddc5e788a9bdd232116c245b335c,78,24.9291,2.1081,1317
0x4e9cfd9dc692565e61e157e1f61339d869381b50,81,24.9006,5.0625,1318
0xe97125f48d54a026ca5753a9082eda363db349a5,99,24.891,6.6,1319
0x236fb6696dff60750dbe6fd4018feee6b2672f47,116,24.8742,8.2857,1320
0xe0a15f73cf155384307d67b2f28719b1fc301519,393,24.8681,8.5435,1321
0xc8af67c1b5e8ddddb4551afb011bfa907b0cc22b,98,24.8506,1.9216,1322
0x261b89e16244fa9a1288e75d06544992a7d63768,46,24.8248,2.0909,1323
0xdcaba4bf782b693def3adf5b21d81de6328e00f7,66,24.8038,0.6804,1324
0xa623f1e46bf7b1dec8edeb27960768c1e44218e4,32,24.792,2.0,1325
0xb6c47a3a5c157d6ca400b22f32a65089334a1aab,42,24.7109,1.9091,1326
0x16eb74045e08e64d8bce44fb318a720a5411ebe3,149,24.65,2.4833,1327
0x94b08f4daf6b0b1501fe4297280ec99412f66030,144,24.576,1.1429,1328
0x70fcbdc0d0151ab9f402b243bf7a80ee0a5c2e08,141,24.5181,1.3824,1329
0x707a2f2bdceb1df13a4b41db735d508e5a0e1892,28,24.5021,0.1931,1330
0x8cb377959625e693986c6adef82fff01d4d91af8,98,24.4871,0.6712,1331
0x2d036b57ec3713704db5fbdf0ec3f5991cb79a08,164,24.4472,0.9318,1332
0xf6fa6feb67ab2159c0e13b943b084a761f332acf,140,24.4074,1.5556,1333
0x718d949393de86ef724cb5696e408a389d63201a,172,24.3748,2.0476,1334
0x539fdbe326d64b72f556be591507ceccd21838a3,38,24.3425,0.4935,1335
0xf581e5c88264b749233c23f6cc1c474a7fa29679,75,24.3372,0.8523,1336
0x162bc01387ce534a46279b4f3fe16663d31a99a7,81,24.3264,2.3143,1337
0xf86aaeb9a6a8bba1e2c4317e771e1ca044449799,331,24.3208,2.7355,1338
0x7afdad9c440441f8e7c679ba325d0c41e6161e72,90,24.3005,0.5202,1339
0xaf49a257a6c66b509916ae316358cf83b3f17d49,32,24.2886,0.4848,1340
0x342890fe437840f2150a28dda0cb88e0e704290b,57,24.2855,2.7143,1341
0x85026596042cf8cab1b521bcca86c56cf2d2ecae,248,24.2671,0.3407,1342
0x3ceb5e40e76ed5c483845c58542ed4e5d13ceaab,48,24.2245,1.4545,1343
0x98258bd28ade46efddc820e06f2a7b13a7ed8ca4,26,24.2166,1.3684,1344
0xe3a6f6025d361b75ac0f95b5e3820f12b357deee,137,24.1856,5.48,1345
0x6186290b28d511bff971631c916244a9fc539cfe,83,24.1797,0.3156,1346
0x138c0561acc6ce6dd3d77b85e9f4933e9851ea46,77,24.1437,0.8556,1347
0x7f0073e6fac4e88a3827b9b8ddc1aec84602e433,146,24.1345,1.2066,1348
0xaa27aa033f4fa65cfd8564f16d3a25fe0f0665ac,33,24.128,3.0,1349
0x7956302fe62df98c5c7f35354a2d03eb8b160f0e,105,24.1244,0.8607,1350
0xa97ab7a18133a13febeb33dc661cf5bf3a2eebe1,76,24.1058,0.9157,1351
0x23294ff73b75017d5199de1d99dee2c5cd023028,151,24.1023,0.9264,1352
0x63c622ef893223715fd4d0dc20984d553fe533ba,171,24.0868,14.25,1353
0xf1927e1482ee5b317602bfdb79b606f2dbe10bea,57,24.0536,1.3902,1354
0x9833bd1c2e629a5d2e7d5b15ebe250e8ffa4aa96,48,24.0393,0.6,1355
0xe5e2a6e4dabbe387edfe623965444d4889e25700,26,24.013,0.2549,1356
0xd448905ef32b90c2d5bee343b5c56b13ccdd6873,24,24.0,0.3636,1357
0x803de226d9cc88e2f60907cbb92e77dda2953033,24,24.0,0.142,1358
0x28db25bf1cd460d9f98ba6e71eed84d2ece9e1ba,24,24.0,0.1569,1359
0x8fb6589168979f1b484d3500c36dcd97530f367b,24,24.0,0.3333,1360
0x8aa28baa4bbd123bdf890271fb752ef4a0746925,24,24.0,1.7143,1361
0xb49d316d771b9dafb432bd854cc6869c565f6eb3,54,23.9792,1.2,1362
0xf7008f7d415f04e74bb2460deb800608aa991c1c,195,23.9729,3.75,1363
0x0c6f0e3250b334ca867c02f0aa4cde95f02471d1,412,23.9678,1.0674,1364
0xbb8411eb37957e798aa32e15cab7360b88cbe184,136,23.944,1.5455,1365
0x60427362fa98f9fcb70e71516739e25c9f586eef,213,23.9206,5.9167,1366
0x61ffd40b6c912e1b8968cf1a026eaa8bff12f74e,49,23.9167,1.6333,1367
0x6a724cc552840a84edd6d4897367a9571797a8c6,85,23.9163,0.6589,1368
0x8a55e6dcd4e81316370c20bbeb2f6a4fe391cd66,110,23.9021,1.4474,1369
0xcaa5872c7b8fe08c4cbc9bf8f70c446b3db23d61,64,23.8986,0.2807,1370
0xab6ca2017548a170699890214bfd66583a0c1754,123,23.8844,1.3516,1371
0xae1a641d4c0270b7a85959d6f6495a721deb1be7,80,23.879,1.5686,1372
0x07f8d5d87f762f058e63d176fceb8747d6a7e721,48,23.8707,9.6,1373
0x87bd35f9d42eb742b875cff296fe9961434931b3,237,23.8694,2.7882,1374
0x12c97c2b67966e04d2d40bdcd9f88e58cbd12c73,166,23.849,1.6768,1375
0x8f63a07b390410e59b92230c7a11c9371f43b8bd,27,23.8276,0.3913,1376
0x38039da6bc26c101316af426cbf7f43834957c46,46,23.8272,1.84,1377
0x090030cc85178dec10dd4acf11bd9981710a9191,44,23.8265,0.4112,1378
0xc1aae372959584f158abb23757527deb945bc384,34,23.8243,0.2394,1379
0x18a99a54b45bbdbe32ed38ac106510a180721348,195,23.8174,1.3265,1380
0xe4cd5b52b309fd29a30ad24a4ec55af76d1c92a1,180,23.7955,2.3377,1381
0x0998fc77b101e4c538f57bc7616c5ecd77deab5a,137,23.787,1.9028,1382
0xb4bb62cf25a97d75a11d1848ef23ce66ee38d70d,67,23.7464,0.9437,1383
0x559c4b03a2474b04074c3678d08fd5b8bae85028,89,23.7441,1.1711,1384
0x194b5c947a33a8b80000513e9591e6a14ffe38c3,112,23.7283,1.8667,1385
0x32da8f4c875d102757a2de206a9e54529bdd3852,28,23.7213,0.9655,1386
0x61fd0d043d519f5a2bd05785000f30db96809429,213,23.7204,0.2679,1387
0x8dc20b951dd4a8f6ae971ad3f8f7b9887ca1dcef,161,23.7022,5.963,1388
0x7bafc0d5c5892f2041fd9f2415a7611042218e22,29,23.6712,0.6042,1389
0x09adfab2635dcb681fada41ceb0bfa6f52effd97,129,23.6711,0.7588,1390
0x1c31e8c7d241396b290be222b14f8067dc8c5146,25,23.6491,1.1364,1391
0x8fc962b6bcdaeb428911703d203650c4ebe91030,81,23.6151,0.6136,1392
0x096234723ed2ba030a26814b46397e684278aff3,43,23.6118,0.5244,1393
0xbc9ca263a8a6872ddf808478ae9e0be14832e5b7,96,23.5841,1.3714,1394
0x4e7e1c73c116649c1c684acb6ec98bac4fbb4ef6,255,23.584,3.0357,1395
0xf19ab0e65c902ffedcb95a76a93ca7bf789239ed,80,23.5736,0.708,1396
0x60bfe13c222072abcd75203994cf5f9998c2aca8,80,23.5593,1.6667,1397
0x0d59f52494a37390a1c0d7f13ebe927e43bbd8b1,35,23.5094,2.1875,1398
0x6b412d6fb24d6f0a17641afde687d5171839db75,90,23.4305,1.6667,1399
0xfc126db15dcb6ed254a4090d896ebd6b04b21f7c,68,23.428,1.193,1400
0x291092ae084c08530a035cc844bf8ab0ebeb9e7d,38,23.4054,2.5333,1401
0x1b1db56890940a1421b7089462fff6829048734b,91,23.3974,2.6765,1402
0xe4b870aaecdb94eb3a438448fffc5c1ebec5e3ac,32,23.3785,1.1034,1403
0xd32dad22c9670d457d4e350ceb3900191b86b6de,207,23.3769,7.3929,1404
0xaf925637723eaec63096f0783f65029902f5f17a,205,23.3506,3.2031,1405
0xe4938523a5fb5e0667724466cdfe5c4cd15b8cfc,29,23.3318,0.3372,1406
0x95deb63b5d3c9a193349a97e3d55b75e77b7e138,370,23.3024,0.8352,1407
0x10bbad85b0d79f279edbb10b3db5444c2e222c80,212,23.2665,1.1522,1408
0xb7edaff6c6fb9288ca84700b344d9a9d185d2887,129,23.2353,5.6087,1409
0x67ca64e6d0a97bae9d85b6b005a0ccdd876ab896,44,23.2096,0.6667,1410
