scope,outcome,feature,n,pearson_r,pearson_p,spearman_rho,spearman_p
test,activity_gain_B4_vs_B0,hypothesis_entropy_nats,1000,-0.005311817118209237,0.8667677642105128,0.01987282565972806,0.530193986138294
test,activity_gain_B4_vs_B0,hypothesis_entropy_normalized,1000,0.012226083239741066,0.6993829342500155,0.03218762389279384,0.3092236230367217
test,activity_gain_B4_vs_B0,evidence_claim_count,1000,0.009958152384405648,0.7531273671512718,0.0004411988342380636,0.9888822510236834
test,activity_gain_B4_vs_B0,event_count_7d,1000,-0.05342637017601162,0.09129934025400956,0.000149936167996706,0.9962216574652877
test,activity_gain_B4_vs_B0,history_event_count_30d,1000,-0.04727979085647916,0.13515370037639948,-0.043489706049344386,0.16938103664734713
test,active_days_gain_B4_vs_B0,self_sensitivity,1000,0.013604252327435033,0.6674240314937228,-0.028169760650089543,0.3735365047894883
test,active_days_gain_B4_vs_B0,market_sensitivity,1000,0.08482547531401002,0.0072768740247248,0.03275965596637644,0.30070002486079317
test,active_days_gain_B4_vs_B0,intervention_sensitivity,1000,0.0717088943461672,0.02334639727196959,-0.00289063288838068,0.9272576340461172
test,active_days_gain_B4_vs_B0,evidence_aligned_intervention_margin,1000,0.08815238196969723,0.005277830434211266,0.03917582610588248,0.21579982903191097
test,active_days_gain_B4_vs_B0,llm_top_probability,1000,-0.0657511601729412,0.037628050118607495,-0.07813917077848967,0.013448474775845563
test,active_days_gain_B4_vs_B0,llm_probability_margin_top_second,1000,-0.05694908632349147,0.07184534670472577,-0.07367596327776485,0.019801296613110024
test,active_days_gain_B4_vs_B0,llm_abstain,1000,-0.025784514788628823,0.41536226196437753,0.016624668150163363,0.5995158111992768
test,active_days_gain_B4_vs_B0,llm_mean_target_confidence,1000,-0.013979724399577951,0.6588175050057576,-0.06465184285696933,0.04094836329805836
test,active_days_gain_B4_vs_B0,llm_mean_target_entropy_nats,1000,0.0014826670404620343,0.9626507646091824,0.05538428818948607,0.08002204152493636
test,active_days_gain_B4_vs_B0,hypothesis_entropy_nats,1000,0.07391850326114024,0.019398482002750315,0.0858694541061288,0.0065865830824534686
test,active_days_gain_B4_vs_B0,hypothesis_entropy_normalized,1000,0.049201436135465716,0.11997422325502977,0.06513558104687653,0.03945795247932241
test,active_days_gain_B4_vs_B0,evidence_claim_count,1000,-0.0024312097919894442,0.9387941380499946,-0.03100671895234873,0.32731930282718186
test,active_days_gain_B4_vs_B0,event_count_7d,1000,0.005209105837784837,0.8693206386514092,0.02315274357371304,0.4645737327300349
test,active_days_gain_B4_vs_B0,history_event_count_30d,1000,0.011331581050788724,0.7204186232480294,-0.0018341162189124014,0.9538064938556199
test,counterparty_breadth_gain_B4_vs_B0,self_sensitivity,1000,0.038015620254814565,0.2297162638161016,0.005603722098711716,0.8595201659243796
test,counterparty_breadth_gain_B4_vs_B0,market_sensitivity,1000,0.020936298708906266,0.5084146045761837,0.0029786534588263636,0.9250490295429925
test,counterparty_breadth_gain_B4_vs_B0,intervention_sensitivity,1000,0.043563896767505536,0.1686539271507899,0.0034368621900455797,0.9135613926451259
test,counterparty_breadth_gain_B4_vs_B0,evidence_aligned_intervention_margin,1000,0.1021151657556042,0.0012224809355123028,0.044801571301210714,0.15686658469787235
test,counterparty_breadth_gain_B4_vs_B0,llm_top_probability,1000,0.013305423782609049,0.6743051692975176,-0.009835476045986696,0.7560716005378803
test,counterparty_breadth_gain_B4_vs_B0,llm_probability_margin_top_second,1000,0.011120954525127414,0.7254034467561421,-0.01325163631902335,0.6755466503254889
test,counterparty_breadth_gain_B4_vs_B0,llm_abstain,1000,-0.030338626907524497,0.33785489160368753,0.03307744165180214,0.2960330257464726
