scope,outcome,feature,n,pearson_r,pearson_p,spearman_rho,spearman_p
test,counterparty_breadth_gain_B4_vs_B0,llm_mean_target_confidence,1000,0.00042802993876057103,0.9892140729159771,0.009064734506517938,0.7746487909720119
test,counterparty_breadth_gain_B4_vs_B0,llm_mean_target_entropy_nats,1000,-0.00558244295404994,0.8600481062570117,-0.008107241282039436,0.7979067961272563
test,counterparty_breadth_gain_B4_vs_B0,hypothesis_entropy_nats,1000,-0.018719130960490098,0.554344660701468,0.0061043294600498345,0.8471185723162543
test,counterparty_breadth_gain_B4_vs_B0,hypothesis_entropy_normalized,1000,-0.0015303365158733599,0.9614508619453175,0.021296311873482163,0.5011493000760294
test,counterparty_breadth_gain_B4_vs_B0,evidence_claim_count,1000,0.008615167589621605,0.7855452609658443,-0.008358123355209598,0.7917944789104261
test,counterparty_breadth_gain_B4_vs_B0,event_count_7d,1000,-0.06735793968825313,0.03318811451187303,-0.02604454618464148,0.4106727417242123
test,counterparty_breadth_gain_B4_vs_B0,history_event_count_30d,1000,-0.06607097018554445,0.03670616791756453,-0.062056126723847894,0.04978301951384643
test,new_counterparties_gain_B4_vs_B0,self_sensitivity,1000,-0.02074168946727668,0.5123647879042826,-0.06103036047829068,0.05368937595415933
test,new_counterparties_gain_B4_vs_B0,market_sensitivity,1000,0.0336141224756861,0.2882617874149928,0.008261592562175454,0.7941447983533284
test,new_counterparties_gain_B4_vs_B0,intervention_sensitivity,1000,0.008913670700171447,0.7783054066611316,-0.04859692995231682,0.12459842470517536
test,new_counterparties_gain_B4_vs_B0,evidence_aligned_intervention_margin,1000,0.043802351010349565,0.16633278351341352,-0.019596055122143102,0.53593871886556
test,new_counterparties_gain_B4_vs_B0,llm_top_probability,1000,0.012692292066389178,0.6885087200219453,0.0013866059522838104,0.9650690009073495
test,new_counterparties_gain_B4_vs_B0,llm_probability_margin_top_second,1000,0.012147317137457304,0.7012263048141391,-0.0004387610076649756,0.9889436777654451
test,new_counterparties_gain_B4_vs_B0,llm_abstain,1000,-0.015066998263017764,0.6341517390122179,-0.011173152187617469,0.7241670103328753
test,new_counterparties_gain_B4_vs_B0,llm_mean_target_confidence,1000,-0.03588431006685234,0.256917311178407,-0.03815598304089319,0.22799953132283707
test,new_counterparties_gain_B4_vs_B0,llm_mean_target_entropy_nats,1000,0.046992280322505034,0.13754695180169,0.04567048151013071,0.14897141315833257
test,new_counterparties_gain_B4_vs_B0,hypothesis_entropy_nats,1000,-0.012037682215557186,0.7037950252537102,-0.007599021114942002,0.8103263326413973
test,new_counterparties_gain_B4_vs_B0,hypothesis_entropy_normalized,1000,-0.0033078330980924856,0.9167945302788161,0.00015912809002803453,0.9959900259189194
test,new_counterparties_gain_B4_vs_B0,evidence_claim_count,1000,-0.04528352780682693,0.15244915083299052,-0.03812852431581993,0.22833465013954984
test,new_counterparties_gain_B4_vs_B0,event_count_7d,1000,0.004103761115293131,0.8968745496847444,0.03017371919957962,0.3404885382657242
test,new_counterparties_gain_B4_vs_B0,history_event_count_30d,1000,0.029962169059467622,0.3438862603860437,0.015314834690864705,0.6285844245261955
