split,scope,model,target,n,log_loss,brier,balanced_accuracy,macro_f1
test,bin_1-2,B3_M1_MULTI_LLM,active_days,250,0.6253415756626705,0.3948335097886804,0.6270277341705913,0.5671157684630739
test,bin_1-2,B3_M1_MULTI_LLM,counterparty_breadth,250,0.6314765597176623,0.3881009392012006,0.6332982086406744,0.5881194264172988
test,bin_1-2,B3_M1_MULTI_LLM,new_counterparties,250,0.6128620970775528,0.38619068311146915,0.6526690676270508,0.6141121071086368
test,bin_1-2,B4_M1_VERIFIED_LLM,activity,250,0.6803874165635143,0.40656266179070033,0.6312321937321937,0.5692755825734549
test,bin_1-2,B4_M1_VERIFIED_LLM,active_days,250,0.6464820641894983,0.40252563907312194,0.6418490473112322,0.5848978506873245
test,bin_1-2,B4_M1_VERIFIED_LLM,counterparty_breadth,250,0.6683942905323097,0.4019784097216165,0.6397084650509308,0.5852464746963078
test,bin_1-2,B4_M1_VERIFIED_LLM,new_counterparties,250,0.6591393694664798,0.39458320514047557,0.6463998932906495,0.5960676578323637
test,bin_3-9,B0_M1,activity,250,0.7315832596850717,0.4552209294299197,0.6634855528210738,0.6089210238146409
test,bin_3-9,B0_M1,active_days,250,0.8055677329558678,0.5125761064389125,0.6196347671757508,0.563668291771852
test,bin_3-9,B0_M1,counterparty_breadth,250,0.7384816793954728,0.4658633932097043,0.6387171485210701,0.569862593546804
test,bin_3-9,B0_M1,new_counterparties,250,0.7251624283272382,0.45450384838872276,0.6611510360522218,0.5919954525488981
test,bin_3-9,B1_M1_DETERMINISTIC,activity,250,0.726774953303114,0.4484282889668242,0.6679299972655182,0.6198709536307961
test,bin_3-9,B1_M1_DETERMINISTIC,active_days,250,0.8137818127642438,0.5134195035961074,0.5938711410022885,0.522331675703235
test,bin_3-9,B1_M1_DETERMINISTIC,counterparty_breadth,250,0.7348286561482337,0.4617209615284579,0.65531708178767,0.5975498575498576
test,bin_3-9,B1_M1_DETERMINISTIC,new_counterparties,250,0.7330117884201436,0.45244485165384685,0.6417754621311934,0.5794650325329953
test,bin_3-9,B2_M1_SINGLE_LLM,activity,250,0.7452833814118768,0.4643201106594213,0.6714611247835203,0.6153959015992566
test,bin_3-9,B2_M1_SINGLE_LLM,active_days,250,0.7996735492572343,0.5106425039106343,0.6293844285647564,0.5586815746025096
test,bin_3-9,B2_M1_SINGLE_LLM,counterparty_breadth,250,0.7322864265036352,0.4613035560897259,0.6518332057547744,0.5993488381874726
test,bin_3-9,B2_M1_SINGLE_LLM,new_counterparties,250,0.7162262403730363,0.4505635535925214,0.6507645626222701,0.5789816251249699
test,bin_3-9,B3_M1_MULTI_LLM,activity,250,0.7520840081385142,0.47382075126685774,0.6464624920244281,0.5930800709745524
test,bin_3-9,B3_M1_MULTI_LLM,active_days,250,0.820393934910616,0.5288848718725472,0.5917343888655363,0.5297222768458777
test,bin_3-9,B3_M1_MULTI_LLM,counterparty_breadth,250,0.751774290199051,0.48125457705177926,0.6338151877367564,0.5658237392939275
test,bin_3-9,B3_M1_MULTI_LLM,new_counterparties,250,0.7439535343402327,0.46459588845613353,0.6500858386233881,0.5850467355876668
test,bin_3-9,B4_M1_VERIFIED_LLM,activity,250,0.7489136025849633,0.4700570905231249,0.6460067450551454,0.5953000329900026
test,bin_3-9,B4_M1_VERIFIED_LLM,active_days,250,0.8321727346870208,0.5148106625487949,0.6210475923590678,0.577124183006536
test,bin_3-9,B4_M1_VERIFIED_LLM,counterparty_breadth,250,0.75360562750877,0.47606228763943964,0.6233635596380694,0.5733766767201417
test,bin_3-9,B4_M1_VERIFIED_LLM,new_counterparties,250,0.7275242270908518,0.4583431292908018,0.6507645626222701,0.5795190550057169
test,bin_10-19,B0_M1,activity,250,0.8814830051725813,0.5379461481997921,0.6065613490986626,0.5939246074203762
test,bin_10-19,B0_M1,active_days,250,0.9713563636852259,0.5999115767949119,0.5489906657669815,0.5299425989081161
test,bin_10-19,B0_M1,counterparty_breadth,250,0.9547060533573233,0.5718647841949486,0.5942898708856156,0.5773239685059572
test,bin_10-19,B0_M1,new_counterparties,250,0.8741295508877706,0.5414675834397085,0.5700635347694171,0.5422052638671196
test,bin_10-19,B1_M1_DETERMINISTIC,activity,250,0.8943748156475334,0.531608841636984,0.6059152290495574,0.5869023449668611
test,bin_10-19,B1_M1_DETERMINISTIC,active_days,250,1.0049287063253274,0.6209741592822743,0.5022913855150698,0.485528049372443
test,bin_10-19,B1_M1_DETERMINISTIC,counterparty_breadth,250,0.9658357661041348,0.5808330121801523,0.5593744317148572,0.539718452758402
test,bin_10-19,B1_M1_DETERMINISTIC,new_counterparties,250,0.860616992196836,0.5344668946520178,0.5818940465999289,0.5548332515690503
test,bin_10-19,B2_M1_SINGLE_LLM,activity,250,0.8705535359012426,0.5266263312230482,0.6212910914403452,0.6003370773807504
test,bin_10-19,B2_M1_SINGLE_LLM,active_days,250,0.9921700132270264,0.612245368890376,0.5508181511470985,0.5351605190700844
test,bin_10-19,B2_M1_SINGLE_LLM,counterparty_breadth,250,0.9599171092368515,0.5786414239491905,0.5515548281505728,0.5329203566641734
test,bin_10-19,B2_M1_SINGLE_LLM,new_counterparties,250,0.8706416011737719,0.5349392522069822,0.5728850375909199,0.5440523270392791
test,bin_10-19,B3_M1_MULTI_LLM,activity,250,0.8671229269442634,0.5283445948329513,0.6224487231949919,0.5999855407750144
test,bin_10-19,B3_M1_MULTI_LLM,active_days,250,0.9847951861055343,0.609532930148249,0.5322059154295996,0.5099613974943211
test,bin_10-19,B3_M1_MULTI_LLM,counterparty_breadth,250,0.9488112889276501,0.5710039715115743,0.5793780687397708,0.5613815107282444
test,bin_10-19,B3_M1_MULTI_LLM,new_counterparties,250,0.8176336907611844,0.5107550702993425,0.6069521363639011,0.5707774884622099
test,bin_10-19,B4_M1_VERIFIED_LLM,activity,250,0.916216204948082,0.5664713382421118,0.5820733992375784,0.5199781061850027
test,bin_10-19,B4_M1_VERIFIED_LLM,active_days,250,1.0244006093001246,0.6507609752916487,0.5035284525416104,0.46536392099586177
test,bin_10-19,B4_M1_VERIFIED_LLM,counterparty_breadth,250,0.9562981840167228,0.5925362042262843,0.5593744317148572,0.516935700453959
test,bin_10-19,B4_M1_VERIFIED_LLM,new_counterparties,250,0.8552210225036376,0.5370399399024809,0.6000500824030236,0.5396083217198474
test,bin_20+,B0_M1,activity,250,0.8328672836740288,0.5006564281210235,0.5624764390314629,0.5588375518950047
test,bin_20+,B0_M1,active_days,250,1.0291524299022272,0.6117559217285118,0.5316541729135432,0.5267007598790844
test,bin_20+,B0_M1,counterparty_breadth,250,0.9243528620913177,0.5423557782561996,0.5782764462989033,0.5808027779493408
test,bin_20+,B0_M1,new_counterparties,250,0.9813136707217243,0.5540627156201822,0.5329487808869252,0.5237734048896839
test,bin_20+,B1_M1_DETERMINISTIC,activity,250,0.8790753544044908,0.5135771770653249,0.6008699434536755,0.5949444935651833
test,bin_20+,B1_M1_DETERMINISTIC,active_days,250,1.0562879591411694,0.6149740372132414,0.5219990004997501,0.5147248886379322
test,bin_20+,B1_M1_DETERMINISTIC,counterparty_breadth,250,0.9190857606157462,0.5338443585739535,0.5525552521329105,0.5567765567765568
test,bin_20+,B1_M1_DETERMINISTIC,new_counterparties,250,0.9758504795370766,0.5494559073131567,0.5472181312387497,0.5411928139200867
test,bin_20+,B2_M1_SINGLE_LLM,activity,250,0.8224399372947434,0.49072684018206714,0.5767145135566188,0.5694822099134768
test,bin_20+,B2_M1_SINGLE_LLM,active_days,250,1.0219701018908427,0.6072645717175102,0.5537331334332833,0.5491967738663773
test,bin_20+,B2_M1_SINGLE_LLM,counterparty_breadth,250,0.9443557572580249,0.556043881167182,0.557818975411458,0.5629703514377664
test,bin_20+,B2_M1_SINGLE_LLM,new_counterparties,250,0.980737186766054,0.5599827964433975,0.5433296514482082,0.5358757602042566
test,bin_20+,B3_M1_MULTI_LLM,activity,250,0.8624810347555242,0.5081480756749089,0.591866028708134,0.5889563889087222
test,bin_20+,B3_M1_MULTI_LLM,active_days,250,1.027268457163204,0.6198266396295241,0.48900549725137427,0.48279619983483024
test,bin_20+,B3_M1_MULTI_LLM,counterparty_breadth,250,0.9562307732475861,0.5659673263763911,0.5075686046139088,0.5061592761666636
test,bin_20+,B3_M1_MULTI_LLM,new_counterparties,250,0.9773125312692434,0.55067495084577,0.5242104401898217,0.5197743904387563
test,bin_20+,B4_M1_VERIFIED_LLM,activity,250,0.913993284514806,0.534927807199782,0.6163984341017833,0.5791866919526494
test,bin_20+,B4_M1_VERIFIED_LLM,active_days,250,1.0392299853045097,0.616001380451398,0.5256621689155422,0.5161523418789867
test,bin_20+,B4_M1_VERIFIED_LLM,counterparty_breadth,250,0.9991517030311863,0.5953044022669276,0.5038691098785744,0.4994674607577833
test,bin_20+,B4_M1_VERIFIED_LLM,new_counterparties,250,1.021961473659419,0.5833771820890882,0.548361561119293,0.5476274509803921
