split,scope,model,target,n,log_loss,brier,balanced_accuracy,macro_f1
dev,bin_3-9,B3_M1_MULTI_LLM,activity,250,0.7624754920795171,0.44115154075423435,0.6044326044326044,0.6031487690832905
dev,bin_3-9,B3_M1_MULTI_LLM,active_days,250,0.7736577628410702,0.4519365606810909,0.5875122189638319,0.5767119847397174
dev,bin_3-9,B3_M1_MULTI_LLM,counterparty_breadth,250,0.7745866321603703,0.45319858208537017,0.575549059655417,0.5769216757741348
dev,bin_3-9,B3_M1_MULTI_LLM,new_counterparties,250,0.5971906498650231,0.35483997497092373,0.622496025437202,0.6263873329616159
dev,bin_3-9,B4_M1_VERIFIED_LLM,activity,250,0.7012532400625485,0.39477027972246154,0.6066711066711067,0.6023729357062692
dev,bin_3-9,B4_M1_VERIFIED_LLM,active_days,250,0.7530224255893005,0.4348810469092733,0.5751466275659823,0.5585715512837321
dev,bin_3-9,B4_M1_VERIFIED_LLM,counterparty_breadth,250,0.7351855847665026,0.41961127591664094,0.5872759004506306,0.5791223681467584
dev,bin_3-9,B4_M1_VERIFIED_LLM,new_counterparties,250,0.6142056350045959,0.34218141739993946,0.6253606547724194,0.6241036391979788
dev,bin_10-19,B0_M1,activity,250,0.829444913990472,0.5189675052067435,0.5879506458453827,0.5777999777999778
dev,bin_10-19,B0_M1,active_days,250,1.0200496238915917,0.5879150930205771,0.5432268478741962,0.5279743012972608
dev,bin_10-19,B0_M1,counterparty_breadth,250,0.941011114885469,0.5527697580214649,0.5968253968253968,0.5741628688350182
dev,bin_10-19,B0_M1,new_counterparties,250,0.8685728727404471,0.5137935715881704,0.5788133922462281,0.5477302031923882
dev,bin_10-19,B1_M1_DETERMINISTIC,activity,250,0.8568250921665583,0.5189964768301769,0.5921686500633869,0.5798936651664333
dev,bin_10-19,B1_M1_DETERMINISTIC,active_days,250,1.0530162855292444,0.6056659282095388,0.5807935640084355,0.5581649831649832
dev,bin_10-19,B1_M1_DETERMINISTIC,counterparty_breadth,250,0.9272688039387242,0.5551183674675513,0.5841269841269842,0.5644384177162433
