cutoff,selection,draw,episode_count,n_nodes,future_volume,future_new_cp,future_active_days
2022-05-01,burst,100,142,100,15.16,3.17,0.0
2022-05-01,burst,101,142,100,7.72,1.73,0.0
2022-05-01,burst,102,142,100,8.96,1.89,0.0
2022-05-01,burst,103,142,100,5.62,1.46,0.0
2022-05-01,burst,104,142,100,6.78,1.79,0.0
2022-05-01,burst,105,142,100,9.06,2.83,0.0
2022-05-01,burst,106,142,100,8.94,1.99,0.0
2022-05-01,burst,107,142,100,6.6,1.83,0.0
2022-05-01,burst,108,142,100,10.48,2.52,0.0
2022-05-01,burst,109,142,100,13.3,2.98,0.0
2022-05-01,burst,110,142,100,8.32,1.65,0.0
2022-05-01,burst,111,142,100,7.22,2.06,0.0
2022-05-01,burst,112,142,100,10.22,2.2,0.0
2022-05-01,burst,113,142,100,6.94,1.78,0.0
2022-05-01,burst,114,142,100,7.62,1.73,0.0
2022-05-01,burst,115,142,100,10.88,2.04,0.0
2022-05-01,burst,116,142,100,8.58,2.04,0.0
2022-05-01,burst,117,142,100,7.82,1.72,0.0
2022-05-01,burst,118,142,100,7.84,2.19,0.0
2022-05-01,burst,119,142,100,8.94,1.73,0.0
2022-05-01,burst,120,142,100,6.94,2.26,0.0
2022-05-01,burst,121,142,100,7.42,2.06,0.0
2022-05-01,burst,122,142,100,9.26,2.6,0.0
2022-05-01,burst,123,142,100,11.2,2.32,0.0
2022-05-01,burst,124,142,100,10.26,2.22,0.0
2022-05-01,burst,125,142,100,5.78,1.5,0.0
2022-05-01,burst,126,142,100,9.94,2.33,0.0
2022-05-01,burst,127,142,100,15.28,2.7,0.0
2022-05-01,burst,128,142,100,14.76,2.75,0.0
2022-05-01,burst,129,142,100,6.44,1.87,0.0
2022-05-01,burst,130,142,100,8.84,2.2,0.0
2022-05-01,burst,131,142,100,11.5,2.2,0.0
2022-05-01,burst,132,142,100,6.4,1.62,0.0
2022-05-01,burst,133,142,100,14.2,2.35,0.0
2022-05-01,burst,134,142,100,14.68,2.57,0.0
2022-05-01,burst,135,142,100,7.88,2.16,0.0
2022-05-01,burst,136,142,100,7.3,1.41,0.0
2022-05-01,burst,137,142,100,10.76,2.08,0.0
2022-05-01,burst,138,142,100,11.46,2.25,0.0
2022-05-01,burst,139,142,100,6.78,1.91,0.0
2022-05-01,burst,140,142,100,5.62,1.43,0.0
2022-05-01,burst,141,142,100,6.32,1.81,0.0
2022-05-01,burst,142,142,100,4.28,1.1,0.0
2022-05-01,burst,143,142,100,5.76,1.73,0.0
2022-05-01,burst,144,142,100,8.42,1.74,0.0
2022-05-01,burst,145,142,100,7.68,2.05,0.0
2022-05-01,burst,146,142,100,5.56,1.92,0.0
2022-05-01,burst,147,142,100,7.28,1.89,0.0
2022-05-01,burst,148,142,100,6.28,2.02,0.0
2022-05-01,burst,149,142,100,11.86,2.48,0.0
2022-05-01,burst,150,142,100,13.14,2.15,0.0
2022-05-01,burst,151,142,100,9.12,2.03,0.0
2022-05-01,burst,152,142,100,8.74,2.02,0.0
2022-05-01,burst,153,142,100,10.52,2.18,0.0
2022-05-01,burst,154,142,100,6.92,1.81,0.0
2022-05-01,burst,155,142,100,6.14,1.69,0.0
2022-05-01,burst,156,142,100,11.16,3.06,0.0
2022-05-01,burst,157,142,100,8.06,2.15,0.0
2022-05-01,burst,158,142,100,7.48,1.93,0.0
2022-05-01,burst,159,142,100,12.14,2.58,0.0
2022-05-01,burst,160,142,100,9.44,1.98,0.0
2022-05-01,burst,161,142,100,8.48,2.33,0.0
2022-05-01,burst,162,142,100,8.78,2.17,0.0
2022-05-01,burst,163,142,100,9.54,1.61,0.0
2022-05-01,burst,164,142,100,8.48,2.48,0.0
2022-05-01,burst,165,142,100,12.36,2.31,0.0
2022-05-01,burst,166,142,100,10.3,2.46,0.0
2022-05-01,burst,167,142,100,6.32,1.55,0.0
2022-05-01,burst,168,142,100,5.36,1.44,0.0
2022-05-01,burst,169,142,100,6.96,2.02,0.0
2022-05-01,burst,170,142,100,6.9,1.95,0.0
2022-05-01,burst,171,142,100,6.6,1.44,0.0
2022-05-01,burst,172,142,100,13.48,2.7,0.0
2022-05-01,burst,173,142,100,8.62,1.62,0.0
2022-05-01,burst,174,142,100,11.78,2.72,0.0
2022-05-01,burst,175,142,100,7.48,1.77,0.0
2022-05-01,burst,176,142,100,10.74,2.72,0.0
2022-05-01,burst,177,142,100,6.6,1.88,0.0
2022-05-01,burst,178,142,100,7.66,1.97,0.0
2022-05-01,burst,179,142,100,12.56,2.41,0.0
2022-05-01,burst,180,142,100,10.7,2.86,0.0
2022-05-01,burst,181,142,100,14.64,2.81,0.0
2022-05-01,burst,182,142,100,12.88,2.38,0.0
2022-05-01,burst,183,142,100,7.4,1.72,0.0
2022-05-01,burst,184,142,100,6.08,1.53,0.0
2022-05-01,burst,185,142,100,8.92,2.21,0.0
2022-05-01,burst,186,142,100,8.66,2.12,0.0
2022-05-01,burst,187,142,100,6.64,2.09,0.0
2022-05-01,burst,188,142,100,8.6,2.0,0.0
2022-05-01,burst,189,142,100,12.1,2.28,0.0
2022-05-01,burst,190,142,100,10.66,2.0,0.0
2022-05-01,burst,191,142,100,16.74,2.72,0.0
2022-05-01,burst,192,142,100,9.06,2.17,0.0
2022-05-01,burst,193,142,100,6.3,1.52,0.0
2022-05-01,burst,194,142,100,15.46,3.02,0.0
2022-05-01,burst,195,142,100,8.2,1.91,0.0
2022-05-01,burst,196,142,100,6.48,1.76,0.0
2022-05-01,burst,197,142,100,12.6,2.62,0.0
2022-05-01,burst,198,142,100,9.2,2.28,0.0
2022-05-01,burst,199,142,100,7.56,2.13,0.0
2022-05-01,burst,200,142,100,9.6,2.5,0.0
2022-05-01,reciprocity,0,142,100,13.92,2.96,0.0
2022-05-01,reciprocity,1,142,100,11.64,2.34,0.0
2022-05-01,reciprocity,2,142,100,9.46,2.02,0.0
2022-05-01,reciprocity,3,142,100,6.6,1.87,0.0
2022-05-01,reciprocity,4,142,100,12.7,2.36,0.0
2022-05-01,reciprocity,5,142,100,12.86,2.48,0.0
2022-05-01,reciprocity,6,142,100,6.92,1.79,0.0
2022-05-01,reciprocity,7,142,100,8.48,1.97,0.0
2022-05-01,reciprocity,8,142,100,5.48,1.41,0.0
2022-05-01,reciprocity,9,142,100,9.22,2.19,0.0
2022-05-01,reciprocity,10,142,100,7.92,1.49,0.0
2022-05-01,reciprocity,11,142,100,6.46,1.74,0.0
2022-05-01,reciprocity,12,142,100,7.52,1.52,0.0
2022-05-01,reciprocity,13,142,100,8.2,1.53,0.0
2022-05-01,reciprocity,14,142,100,13.54,2.7,0.0
2022-05-01,reciprocity,15,142,100,7.0,1.71,0.0
2022-05-01,reciprocity,16,142,100,6.28,1.94,0.0
2022-05-01,reciprocity,17,142,100,7.22,1.42,0.0
2022-05-01,reciprocity,18,142,100,8.46,2.2,0.0
2022-05-01,reciprocity,19,142,100,7.98,2.24,0.0
2022-05-01,reciprocity,20,142,100,9.18,1.96,0.0
2022-05-01,reciprocity,21,142,100,12.7,2.04,0.0
2022-05-01,reciprocity,22,142,100,8.82,1.69,0.0
2022-05-01,reciprocity,23,142,100,7.2,1.66,0.0
2022-05-01,reciprocity,24,142,100,8.18,1.61,0.0
2022-05-01,reciprocity,25,142,100,7.06,1.57,0.0
2022-05-01,reciprocity,26,142,100,12.46,2.75,0.0
2022-05-01,reciprocity,27,142,100,7.72,2.37,0.0
2022-05-01,reciprocity,28,142,100,8.14,1.86,0.0
2022-05-01,reciprocity,29,142,100,7.28,1.92,0.0
2022-05-01,reciprocity,30,142,100,7.56,1.9,0.0
2022-05-01,reciprocity,31,142,100,6.7,2.07,0.0
2022-05-01,reciprocity,32,142,100,5.02,1.52,0.0
2022-05-01,reciprocity,33,142,100,12.68,2.73,0.0
2022-05-01,reciprocity,34,142,100,7.48,2.17,0.0
2022-05-01,reciprocity,35,142,100,6.22,2.12,0.0
2022-05-01,reciprocity,36,142,100,9.48,2.16,0.0
2022-05-01,reciprocity,37,142,100,9.06,2.16,0.0
2022-05-01,reciprocity,38,142,100,6.58,1.66,0.0
2022-05-01,reciprocity,39,142,100,8.62,1.94,0.0
2022-05-01,reciprocity,40,142,100,14.0,2.3,0.0
2022-05-01,reciprocity,41,142,100,13.78,2.33,0.0
2022-05-01,reciprocity,42,142,100,12.14,2.4,0.0
2022-05-01,reciprocity,43,142,100,6.48,1.83,0.0
2022-05-01,reciprocity,44,142,100,12.66,2.33,0.0
2022-05-01,reciprocity,45,142,100,8.58,2.52,0.0
2022-05-01,reciprocity,46,142,100,7.1,1.77,0.0
2022-05-01,reciprocity,47,142,100,11.98,2.37,0.0
2022-05-01,reciprocity,48,142,100,14.16,2.86,0.0
2022-05-01,reciprocity,49,142,100,13.3,2.51,0.0
2022-05-01,reciprocity,50,142,100,9.4,2.03,0.0
2022-05-01,reciprocity,51,142,100,8.04,1.86,0.0
2022-05-01,reciprocity,52,142,100,8.9,1.93,0.0
2022-05-01,reciprocity,53,142,100,6.76,2.04,0.0
2022-05-01,reciprocity,54,142,100,7.96,1.96,0.0
2022-05-01,reciprocity,55,142,100,11.56,2.44,0.0
2022-05-01,reciprocity,56,142,100,8.44,1.64,0.0
2022-05-01,reciprocity,57,142,100,10.18,2.07,0.0
2022-05-01,reciprocity,58,142,100,6.54,2.01,0.0
2022-05-01,reciprocity,59,142,100,8.66,2.01,0.0
2022-05-01,reciprocity,60,142,100,11.84,2.27,0.0
2022-05-01,reciprocity,61,142,100,12.68,2.16,0.0
2022-05-01,reciprocity,62,142,100,9.26,1.81,0.0
2022-05-01,reciprocity,63,142,100,6.98,2.01,0.0
2022-05-01,reciprocity,64,142,100,7.22,1.58,0.0
2022-05-01,reciprocity,65,142,100,9.74,1.89,0.0
2022-05-01,reciprocity,66,142,100,13.92,2.48,0.0
2022-05-01,reciprocity,67,142,100,12.66,2.4,0.0
2022-05-01,reciprocity,68,142,100,6.12,1.85,0.0
2022-05-01,reciprocity,69,142,100,15.76,2.88,0.0
2022-05-01,reciprocity,70,142,100,5.8,1.88,0.0
2022-05-01,reciprocity,71,142,100,9.5,1.78,0.0
2022-05-01,reciprocity,72,142,100,8.02,2.43,0.0
2022-05-01,reciprocity,73,142,100,6.08,1.5,0.0
2022-05-01,reciprocity,74,142,100,9.88,2.06,0.0
2022-05-01,reciprocity,75,142,100,8.72,1.87,0.0
2022-05-01,reciprocity,76,142,100,7.44,1.92,0.0
2022-05-01,reciprocity,77,142,100,9.78,1.85,0.0
2022-05-01,reciprocity,78,142,100,8.42,2.4,0.0
2022-05-01,reciprocity,79,142,100,12.6,2.65,0.0
2022-05-01,reciprocity,80,142,100,10.32,2.28,0.0
2022-05-01,reciprocity,81,142,100,7.98,2.26,0.0
2022-05-01,reciprocity,82,142,100,5.26,1.83,0.0
2022-05-01,reciprocity,83,142,100,5.64,1.74,0.0
2022-05-01,reciprocity,84,142,100,8.78,1.99,0.0
2022-05-01,reciprocity,85,142,100,5.46,1.51,0.0
2022-05-01,reciprocity,86,142,100,7.64,2.1,0.0
2022-05-01,reciprocity,87,142,100,9.34,2.27,0.0
2022-05-01,reciprocity,88,142,100,6.98,1.31,0.0
2022-05-01,reciprocity,89,142,100,9.46,1.98,0.0
2022-05-01,reciprocity,90,142,100,7.88,1.89,0.0
2022-05-01,reciprocity,91,142,100,10.12,2.15,0.0
2022-05-01,reciprocity,92,142,100,7.18,1.63,0.0
2022-05-01,reciprocity,93,142,100,8.44,1.74,0.0
2022-05-01,reciprocity,94,142,100,8.58,1.89,0.0
2022-05-01,reciprocity,95,142,100,8.6,2.62,0.0
2022-05-01,reciprocity,96,142,100,7.24,1.84,0.0
2022-05-01,reciprocity,97,142,100,8.4,1.95,0.0
2022-05-01,reciprocity,98,142,100,7.06,1.65,0.0
2022-05-01,reciprocity,99,142,100,8.2,1.96,0.0
2022-05-01,reciprocity,100,142,100,7.36,1.5,0.0
2022-05-01,reciprocity,101,142,100,9.08,2.53,0.0
2022-05-01,reciprocity,102,142,100,10.66,2.59,0.0
2022-05-01,reciprocity,103,142,100,13.74,2.97,0.0
2022-05-01,reciprocity,104,142,100,7.66,1.7,0.0
2022-05-01,reciprocity,105,142,100,6.42,1.75,0.0
2022-05-01,reciprocity,106,142,100,6.14,1.75,0.0
2022-05-01,reciprocity,107,142,100,8.78,2.0,0.0
2022-05-01,reciprocity,108,142,100,10.14,2.33,0.0
2022-05-01,reciprocity,109,142,100,6.98,1.66,0.0
2022-05-01,reciprocity,110,142,100,13.1,2.34,0.0
2022-05-01,reciprocity,111,142,100,7.8,2.24,0.0
2022-05-01,reciprocity,112,142,100,9.54,2.55,0.0
2022-05-01,reciprocity,113,142,100,11.74,2.37,0.0
2022-05-01,reciprocity,114,142,100,8.0,1.6,0.0
2022-05-01,reciprocity,115,142,100,7.0,2.0,0.0
2022-05-01,reciprocity,116,142,100,12.32,2.46,0.0
2022-05-01,reciprocity,117,142,100,10.74,2.9,0.0
2022-05-01,reciprocity,118,142,100,13.76,2.23,0.0
2022-05-01,reciprocity,119,142,100,6.5,2.03,0.0
2022-05-01,reciprocity,120,142,100,9.12,2.15,0.0
2022-05-01,reciprocity,121,142,100,7.7,1.75,0.0
2022-05-01,reciprocity,122,142,100,10.1,2.61,0.0
2022-05-01,reciprocity,123,142,100,13.18,2.59,0.0
2022-05-01,reciprocity,124,142,100,11.3,2.54,0.0
2022-05-01,reciprocity,125,142,100,8.4,2.49,0.0
2022-05-01,reciprocity,126,142,100,7.32,1.84,0.0
2022-05-01,reciprocity,127,142,100,6.22,1.66,0.0
2022-05-01,reciprocity,128,142,100,9.52,2.54,0.0
2022-05-01,reciprocity,129,142,100,6.44,1.65,0.0
2022-05-01,reciprocity,130,142,100,8.86,2.3,0.0
2022-05-01,reciprocity,131,142,100,8.28,1.87,0.0
2022-05-01,reciprocity,132,142,100,10.16,2.9,0.0
2022-05-01,reciprocity,133,142,100,5.66,1.56,0.0
2022-05-01,reciprocity,134,142,100,6.88,1.54,0.0
2022-05-01,reciprocity,135,142,100,6.66,1.42,0.0
2022-05-01,reciprocity,136,142,100,12.28,2.37,0.0
2022-05-01,reciprocity,137,142,100,9.4,1.97,0.0
2022-05-01,reciprocity,138,142,100,12.54,2.1,0.0
2022-05-01,reciprocity,139,142,100,10.4,2.73,0.0
2022-05-01,reciprocity,140,142,100,14.6,2.66,0.0
2022-05-01,reciprocity,141,142,100,7.48,2.2,0.0
2022-05-01,reciprocity,142,142,100,12.34,2.16,0.0
2022-05-01,reciprocity,143,142,100,7.8,1.76,0.0
2022-05-01,reciprocity,144,142,100,7.14,1.4,0.0
2022-05-01,reciprocity,145,142,100,7.42,2.02,0.0
2022-05-01,reciprocity,146,142,100,11.56,2.8,0.0
2022-05-01,reciprocity,147,142,100,10.26,2.14,0.0
2022-05-01,reciprocity,148,142,100,6.22,1.93,0.0
2022-05-01,reciprocity,149,142,100,7.8,2.31,0.0
2022-05-01,reciprocity,150,142,100,5.58,1.66,0.0
2022-05-01,reciprocity,151,142,100,7.02,2.2,0.0
2022-05-01,reciprocity,152,142,100,10.34,2.65,0.0
2022-05-01,reciprocity,153,142,100,7.96,2.06,0.0
2022-05-01,reciprocity,154,142,100,10.1,2.49,0.0
2022-05-01,reciprocity,155,142,100,6.78,1.65,0.0
2022-05-01,reciprocity,156,142,100,12.02,2.25,0.0
2022-05-01,reciprocity,157,142,100,8.2,1.96,0.0
2022-05-01,reciprocity,158,142,100,13.34,2.25,0.0
2022-05-01,reciprocity,159,142,100,9.18,2.12,0.0
2022-05-01,reciprocity,160,142,100,7.36,1.54,0.0
2022-05-01,reciprocity,161,142,100,12.18,2.47,0.0
2022-05-01,reciprocity,162,142,100,8.52,2.47,0.0
2022-05-01,reciprocity,163,142,100,12.7,3.29,0.0
2022-05-01,reciprocity,164,142,100,8.18,2.0,0.0
2022-05-01,reciprocity,165,142,100,13.18,2.1,0.0
2022-05-01,reciprocity,166,142,100,9.16,2.22,0.0
2022-05-01,reciprocity,167,142,100,9.9,2.11,0.0
2022-05-01,reciprocity,168,142,100,6.76,1.88,0.0
2022-05-01,reciprocity,169,142,100,7.2,1.83,0.0
2022-05-01,reciprocity,170,142,100,7.54,1.63,0.0
2022-05-01,reciprocity,171,142,100,6.7,1.36,0.0
2022-05-01,reciprocity,172,142,100,9.88,2.06,0.0
2022-05-01,reciprocity,173,142,100,6.2,1.65,0.0
2022-05-01,reciprocity,174,142,100,7.6,1.64,0.0
2022-05-01,reciprocity,175,142,100,8.24,1.51,0.0
2022-05-01,reciprocity,176,142,100,9.58,2.29,0.0
2022-05-01,reciprocity,177,142,100,6.76,1.5,0.0
2022-05-01,reciprocity,178,142,100,7.12,1.69,0.0
2022-05-01,reciprocity,179,142,100,10.3,2.47,0.0
2022-05-01,reciprocity,180,142,100,11.06,2.44,0.0
2022-05-01,reciprocity,181,142,100,12.48,2.18,0.0
2022-05-01,reciprocity,182,142,100,11.0,2.11,0.0
2022-05-01,reciprocity,183,142,100,6.72,1.72,0.0
2022-05-01,reciprocity,184,142,100,8.52,1.99,0.0
2022-05-01,reciprocity,185,142,100,9.86,2.48,0.0
2022-05-01,reciprocity,186,142,100,8.42,2.19,0.0
2022-05-01,reciprocity,187,142,100,10.32,2.7,0.0
2022-05-01,reciprocity,188,142,100,9.4,2.21,0.0
2022-05-01,reciprocity,189,142,100,6.76,2.2,0.0
2022-05-01,reciprocity,190,142,100,14.38,2.15,0.0
2022-05-01,reciprocity,191,142,100,9.0,2.08,0.0
2022-05-01,reciprocity,192,142,100,5.52,1.43,0.0
2022-05-01,reciprocity,193,142,100,9.26,2.38,0.0
2022-05-01,reciprocity,194,142,100,8.1,2.01,0.0
2022-05-01,reciprocity,195,142,100,11.66,2.07,0.0
2022-05-01,reciprocity,196,142,100,5.8,1.61,0.0
2022-05-01,reciprocity,197,142,100,11.98,2.68,0.0
2022-05-01,reciprocity,198,142,100,6.64,1.8,0.0
2022-05-01,reciprocity,199,142,100,9.26,1.88,0.0
2022-05-01,reciprocity,200,142,100,15.4,2.52,0.0
2022-06-01,volume,0,82,100,9.06,1.83,0.0
2022-06-01,volume,1,82,100,5.48,1.36,0.0
2022-06-01,volume,2,82,100,4.52,1.47,0.0
2022-06-01,volume,3,82,100,8.78,2.15,0.0
2022-06-01,volume,4,82,100,6.38,1.86,0.0
2022-06-01,volume,5,82,100,9.52,2.05,0.0
2022-06-01,volume,6,82,100,5.0,1.38,0.0
2022-06-01,volume,7,82,100,6.92,1.91,0.0
2022-06-01,volume,8,82,100,5.06,1.62,0.0
2022-06-01,volume,9,82,100,6.04,1.67,0.0
2022-06-01,volume,10,82,100,5.72,1.45,0.0
2022-06-01,volume,11,82,100,5.48,1.62,0.0
2022-06-01,volume,12,82,100,4.16,1.36,0.0
2022-06-01,volume,13,82,100,6.92,1.94,0.0
2022-06-01,volume,14,82,100,5.54,1.78,0.0
2022-06-01,volume,15,82,100,11.26,2.02,0.0
2022-06-01,volume,16,82,100,5.96,1.72,0.0
2022-06-01,volume,17,82,100,3.76,1.03,0.0
2022-06-01,volume,18,82,100,6.9,1.94,0.0
2022-06-01,volume,19,82,100,6.54,1.74,0.0
2022-06-01,volume,20,82,100,9.14,1.94,0.0
2022-06-01,volume,21,82,100,6.02,1.7,0.0
2022-06-01,volume,22,82,100,8.72,1.86,0.0
2022-06-01,volume,23,82,100,5.42,1.77,0.0
2022-06-01,volume,24,82,100,7.72,1.85,0.0
2022-06-01,volume,25,82,100,8.68,1.72,0.0
2022-06-01,volume,26,82,100,8.92,1.76,0.0
2022-06-01,volume,27,82,100,7.0,2.0,0.0
2022-06-01,volume,28,82,100,4.14,1.43,0.0
2022-06-01,volume,29,82,100,8.36,2.35,0.0
2022-06-01,volume,30,82,100,6.84,1.85,0.0
2022-06-01,volume,31,82,100,9.74,1.69,0.0
2022-06-01,volume,32,82,100,5.6,1.63,0.0
2022-06-01,volume,33,82,100,6.34,1.87,0.0
2022-06-01,volume,34,82,100,8.58,2.2,0.0
2022-06-01,volume,35,82,100,6.18,1.58,0.0
2022-06-01,volume,36,82,100,5.8,1.64,0.0
2022-06-01,volume,37,82,100,5.12,1.61,0.0
2022-06-01,volume,38,82,100,8.18,1.63,0.0
2022-06-01,volume,39,82,100,7.8,1.87,0.0
2022-06-01,volume,40,82,100,6.44,1.73,0.0
2022-06-01,volume,41,82,100,8.9,1.88,0.0
2022-06-01,volume,42,82,100,9.28,1.85,0.0
2022-06-01,volume,43,82,100,9.72,1.86,0.0
2022-06-01,volume,44,82,100,5.44,1.7,0.0
2022-06-01,volume,45,82,100,9.3,2.23,0.0
2022-06-01,volume,46,82,100,4.82,1.51,0.0
2022-06-01,volume,47,82,100,5.06,1.71,0.0
2022-06-01,volume,48,82,100,9.56,1.54,0.0
2022-06-01,volume,49,82,100,5.42,1.5,0.0
2022-06-01,volume,50,82,100,5.68,1.54,0.0
2022-06-01,volume,51,82,100,6.46,1.69,0.0
2022-06-01,volume,52,82,100,10.5,2.05,0.0
2022-06-01,volume,53,82,100,10.34,2.16,0.0
2022-06-01,volume,54,82,100,6.36,1.81,0.0
2022-06-01,volume,55,82,100,6.1,1.67,0.0
2022-06-01,volume,56,82,100,11.84,2.04,0.0
2022-06-01,volume,57,82,100,9.88,2.08,0.0
2022-06-01,volume,58,82,100,5.52,1.81,0.0
2022-06-01,volume,59,82,100,10.42,2.13,0.0
2022-06-01,volume,60,82,100,4.62,1.24,0.0
2022-06-01,volume,61,82,100,9.5,1.7,0.0
2022-06-01,volume,62,82,100,5.68,1.79,0.0
2022-06-01,volume,63,82,100,8.32,1.51,0.0
2022-06-01,volume,64,82,100,8.48,2.19,0.0
2022-06-01,volume,65,82,100,3.98,1.28,0.0
2022-06-01,volume,66,82,100,6.38,1.79,0.0
2022-06-01,volume,67,82,100,7.3,1.89,0.0
2022-06-01,volume,68,82,100,8.7,1.71,0.0
2022-06-01,volume,69,82,100,11.16,1.94,0.0
2022-06-01,volume,70,82,100,4.5,1.52,0.0
2022-06-01,volume,71,82,100,10.36,1.88,0.0
2022-06-01,volume,72,82,100,4.1,1.19,0.0
2022-06-01,volume,73,82,100,7.52,2.03,0.0
2022-06-01,volume,74,82,100,5.76,1.6,0.0
2022-06-01,volume,75,82,100,7.86,1.48,0.0
2022-06-01,volume,76,82,100,6.46,1.72,0.0
2022-06-01,volume,77,82,100,10.38,2.17,0.0
2022-06-01,volume,78,82,100,7.12,1.91,0.0
2022-06-01,volume,79,82,100,10.16,2.14,0.0
2022-06-01,volume,80,82,100,6.9,1.64,0.0
2022-06-01,volume,81,82,100,8.86,1.48,0.0
2022-06-01,volume,82,82,100,6.18,1.78,0.0
2022-06-01,volume,83,82,100,5.28,1.78,0.0
2022-06-01,volume,84,82,100,7.78,1.91,0.0
2022-06-01,volume,85,82,100,8.7,1.53,0.0
2022-06-01,volume,86,82,100,8.26,1.68,0.0
2022-06-01,volume,87,82,100,5.38,1.71,0.0
2022-06-01,volume,88,82,100,5.28,1.8,0.0
2022-06-01,volume,89,82,100,9.08,1.79,0.0
2022-06-01,volume,90,82,100,8.42,2.24,0.0
2022-06-01,volume,91,82,100,11.58,2.27,0.0
2022-06-01,volume,92,82,100,10.54,2.14,0.0
2022-06-01,volume,93,82,100,10.52,2.13,0.0
2022-06-01,volume,94,82,100,7.18,1.98,0.0
2022-06-01,volume,95,82,100,4.54,1.3,0.0
2022-06-01,volume,96,82,100,5.22,1.71,0.0
2022-06-01,volume,97,82,100,6.66,1.77,0.0
2022-06-01,volume,98,82,100,11.7,2.41,0.0
2022-06-01,volume,99,82,100,7.74,1.43,0.0
2022-06-01,volume,100,82,100,5.54,1.35,0.0
2022-06-01,volume,101,82,100,5.62,1.42,0.0
2022-06-01,volume,102,82,100,9.46,1.88,0.0
2022-06-01,volume,103,82,100,6.18,1.59,0.0
2022-06-01,volume,104,82,100,6.74,2.01,0.0
2022-06-01,volume,105,82,100,6.82,1.66,0.0
2022-06-01,volume,106,82,100,6.36,1.78,0.0
2022-06-01,volume,107,82,100,8.66,1.55,0.0
2022-06-01,volume,108,82,100,8.98,1.54,0.0
2022-06-01,volume,109,82,100,7.08,1.68,0.0
2022-06-01,volume,110,82,100,9.66,2.08,0.0
2022-06-01,volume,111,82,100,10.2,1.99,0.0
2022-06-01,volume,112,82,100,4.46,1.31,0.0
2022-06-01,volume,113,82,100,5.82,1.5,0.0
2022-06-01,volume,114,82,100,5.12,1.52,0.0
2022-06-01,volume,115,82,100,8.34,1.67,0.0
2022-06-01,volume,116,82,100,5.72,1.67,0.0
2022-06-01,volume,117,82,100,6.46,1.75,0.0
2022-06-01,volume,118,82,100,5.46,1.44,0.0
2022-06-01,volume,119,82,100,6.08,1.56,0.0
2022-06-01,volume,120,82,100,10.38,1.8,0.0
2022-06-01,volume,121,82,100,7.92,1.66,0.0
2022-06-01,volume,122,82,100,10.18,1.99,0.0
2022-06-01,volume,123,82,100,4.66,1.55,0.0
2022-06-01,volume,124,82,100,10.28,1.88,0.0
2022-06-01,volume,125,82,100,6.08,1.86,0.0
2022-06-01,volume,126,82,100,4.98,1.55,0.0
2022-06-01,volume,127,82,100,8.12,1.91,0.0
2022-06-01,volume,128,82,100,8.74,1.81,0.0
2022-06-01,volume,129,82,100,6.5,1.82,0.0
2022-06-01,volume,130,82,100,9.36,1.77,0.0
2022-06-01,volume,131,82,100,6.18,1.7,0.0
2022-06-01,volume,132,82,100,6.74,1.88,0.0
2022-06-01,volume,133,82,100,5.16,1.7,0.0
2022-06-01,volume,134,82,100,9.14,1.59,0.0
2022-06-01,volume,135,82,100,6.84,1.68,0.0
2022-06-01,volume,136,82,100,7.3,1.91,0.0
2022-06-01,volume,137,82,100,5.54,1.61,0.0
2022-06-01,volume,138,82,100,10.72,1.91,0.0
2022-06-01,volume,139,82,100,5.24,1.48,0.0
2022-06-01,volume,140,82,100,6.92,1.71,0.0
2022-06-01,volume,141,82,100,5.04,1.63,0.0
2022-06-01,volume,142,82,100,6.82,2.14,0.0
2022-06-01,volume,143,82,100,5.74,1.61,0.0
2022-06-01,volume,144,82,100,5.58,1.64,0.0
2022-06-01,volume,145,82,100,8.22,1.9,0.0
2022-06-01,volume,146,82,100,6.0,1.82,0.0
2022-06-01,volume,147,82,100,8.7,1.53,0.0
2022-06-01,volume,148,82,100,6.66,1.84,0.0
2022-06-01,volume,149,82,100,6.42,1.71,0.0
2022-06-01,volume,150,82,100,6.6,1.74,0.0
2022-06-01,volume,151,82,100,5.64,1.63,0.0
2022-06-01,volume,152,82,100,7.32,1.88,0.0
2022-06-01,volume,153,82,100,5.92,2.0,0.0
2022-06-01,volume,154,82,100,7.34,1.93,0.0
2022-06-01,volume,155,82,100,10.36,1.77,0.0
2022-06-01,volume,156,82,100,5.44,1.64,0.0
2022-06-01,volume,157,82,100,10.2,2.07,0.0
2022-06-01,volume,158,82,100,9.48,1.64,0.0
2022-06-01,volume,159,82,100,8.7,2.35,0.0
2022-06-01,volume,160,82,100,10.38,2.08,0.0
2022-06-01,volume,161,82,100,9.82,1.73,0.0
2022-06-01,volume,162,82,100,6.26,1.8,0.0
2022-06-01,volume,163,82,100,7.76,1.86,0.0
2022-06-01,volume,164,82,100,7.36,2.01,0.0
2022-06-01,volume,165,82,100,11.42,1.93,0.0
2022-06-01,volume,166,82,100,11.16,1.99,0.0
2022-06-01,volume,167,82,100,6.12,1.91,0.0
2022-06-01,volume,168,82,100,3.68,1.14,0.0
2022-06-01,volume,169,82,100,5.22,1.54,0.0
2022-06-01,volume,170,82,100,11.5,2.13,0.0
2022-06-01,volume,171,82,100,7.56,1.89,0.0
2022-06-01,volume,172,82,100,8.64,2.05,0.0
2022-06-01,volume,173,82,100,7.7,2.09,0.0
2022-06-01,volume,174,82,100,7.86,1.45,0.0
