target_address,bridges_events,icf_score_p1,icf_raw_signal
0xbd7a1c16d7b3af4af6d1a0fd7437466d765656ce,276,79.89599799731816,5.411764705882352
0x04e711b5b799224c8a921bfd596732f85795450d,80,79.72038509836753,20.0
0x436d637e0f602f345f7d7ea6c07ffdda7d997961,1132,79.27965489181238,2.296146044624753
0x1c829a9a62c9c8d102a4cdc4eaa3d2ec531b325c,278,79.06469112197472,3.3493975903614452
0x283315aa1ef373fcda00ef8e60743104ad9be012,222,78.86870508988049,4.352941176470586
0x0c54a765c77a88d9cda0bd7ad9b10422848d92ef,258,78.68164814240099,5.265306122448982
0x1249b0222180444ed7c54fbe98f039fab5be0969,644,78.67025507065628,1.618090452261307
0x628c10bc9b27e1215f68130c26e90c2d21e2058a,255,78.60906304724983,4.903846153846152
0x9481d8bc76fb1b7d2f95733a6ec0b40d0cb1fffc,119,78.59115135332408,1.1666666666666665
0x354ddeba429d9e43ec1438af5319b2158ad36afd,277,78.54116470446507,4.616666666666667
0x7877c464f6601486053d3046d85ec20167363820,323,78.35929739206806,14.681818181818175
0x9dd85cc62c3567bdb775403efd3641a08eeb84bd,355,77.9785743778581,4.176470588235297
0x99bd39a9799e25015cf3a258f32a07b952e9d3eb,134,77.96296296296296,3.941176470588235
0xa2ec026b650affbdcaa20168b50ffb352ecd7927,470,77.64967976774543,1.1959287531806608
0x99a2b582e5e2c860dc90822b5fed925a8256a24a,206,77.47583593610463,6.0588235294117645
0xb99ad00ae0b27d980a4c236c41ed685d2bfe159a,584,77.21075661083752,6.4888888888888845
0x09e1c1e0387a505b4fc6c5d41171736c4b2ce4d2,90,77.04819277108433,1.5000000000000002
0x766779a58e4a7db930cf268c67e9abe2f3a5d5db,291,77.0219110820581,4.279411764705882
0x33e3c007d1d48e2b645c9ce22570267b0c82f578,77,77.0,0.3632075471698113
0xbf30d1a29d191c717e5d52a19dd572fd078336f1,111,76.88727977719397,5.842105263157895
0x811b45b618307d788d22718d696dc6d1b02dc3c5,140,76.75777902455086,1.7283950617283947
0x118bf0693d1f51541e28253e67bb1d88ab24b7b8,246,76.49714592737121,3.84375
0xd64ad0e8f8283f607c89de0367902682cdcc0a7d,157,76.34930801048624,10.466666666666665
0xeb8414bd5f2ee602775b6aac2c7e5605bd599a2e,565,76.22892474065038,19.482758620689662
0x1afcf25389ffa59b6d822829a9a553ce50713f4e,131,76.1362843373517,7.705882352941177
0x48dce14922e7db08646ba63bb2bb5cf09d0bc6a7,76,76.0,2.9230769230769234
0x604c4365ec2f35f01df0470cc1d92248d6186a5b,156,75.9232415540689,1.9500000000000004
0x9ab17bdaa2ab4a70aedd11a2a2641a14d5b23ddb,662,75.87475780397958,1.408510638297874
0x97153f61d3fdb5e04b6617678eda36db644ea7e7,100,75.7835765675391,11.111111111111114
0x27b2a467e943e4ff32b35b5229ae12f4359227ee,546,75.69524374116727,2.2845188284518847
0x8b0e5d5df0dbb29b903954a12d6bb752d8af44b4,411,75.65473762499315,4.670454545454543
0xa6a55f02c30e46cf365c0ce07d1c086ab3379307,77,75.5317097321799,0.9506172839506173
0x16c93ec97512832ba4244cc69527530d358db0e5,652,75.29692257354928,1.2096474953617822
0x40ebf8a762801d1706d9d16a8abfec4c452d15e5,219,75.17928557105722,2.0660377358490565
0x484749b9d349b3053dfe23bad67137821d128433,192,75.06615307212728,2.2857142857142865
0xec641c2181b6a3b9f202645eb56adc652f4563bd,200,75.03004529786469,1.4285714285714288
0x4936b305102f442080d4711f14c5f0318e3caf74,326,74.6711593381174,1.3931623931623933
0x770e03a11bf9f60d16f578241a4548575aeb3b1a,304,74.53330969334067,2.3206106870229024
0x5eb27c71969c678d21585c8a2f37d4df1ad9b6e7,362,74.32416808125333,2.9430894308943074
0x602a11d81c74f51fbae38272cf166f6ffd46518c,96,74.14774693516644,1.1566265060240963
0x93a27b213b82844492e50c409850b46328d41e47,192,74.09047138104339,4.085106382978722
0x6a2e2892c5d9eb010fc17b3653e3f2d9dffa67f6,81,74.03018650215483,2.25
0xb19312600ef0da229c248135479c203aaf3b8903,110,73.9848586914717,0.8029197080291972
0x753a9f923c819613698b6ce92983b10adb1c3818,116,73.82596331705881,6.4444444444444455
0x69fde561275b85dbcd5081d1121bcae64fb83858,188,73.5991835688283,2.238095238095239
0xa39d385628bd00438f8a9ba4050a25a0210f84eb,929,73.46848645299511,3.9198312236286945
0x2a878245b52a2d46cb4327541cbc96e403a84791,451,73.37876658482483,1.0611764705882345
